,TOP0_WCH,TOP0_LCH,TOP0_TOTCH,TOP0_WRCH,JGL0_WCH,JGL0_LCH,JGL0_TOTCH,JGL0_WRCH,MID0_WCH,MID0_LCH,MID0_TOTCH,MID0_WRCH,ADC0_WCH,ADC0_LCH,ADC0_TOTCH,ADC0_WRCH,SUP0_WCH,SUP0_LCH,SUP0_TOTCH,SUP0_WRCH,TOP1_WCH,TOP1_LCH,TOP1_TOTCH,TOP1_WRCH,JGL1_WCH,JGL1_LCH,JGL1_TOTCH,JGL1_WRCH,MID1_WCH,MID1_LCH,MID1_TOTCH,MID1_WRCH,ADC1_WCH,ADC1_LCH,ADC1_TOTCH,ADC1_WRCH,SUP1_WCH,SUP1_LCH,SUP1_TOTCH,SUP1_WRCH
EUW1_6109129435,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,2.0,3.0,0.3333333333333333,1.0,1.0,2.0,0.5,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,,,,
EUW1_6133389223,4.0,3.0,7.0,0.5714285714285714,6.0,3.0,9.0,0.6666666666666666,20.0,25.0,45.0,0.4444444444444444,26.0,28.0,54.0,0.48148148148148145,11.0,12.0,23.0,0.4782608695652174,82.0,73.0,155.0,0.5290322580645161,,,,,8.0,3.0,11.0,0.7272727272727273,9.0,3.0,12.0,0.75,132.0,110.0,242.0,0.5454545454545454
EUW1_6141767317,163.0,121.0,284.0,0.573943661971831,,,,,49.0,35.0,84.0,0.5833333333333334,4.0,4.0,8.0,0.5,108.0,108.0,216.0,0.5,4.0,5.0,9.0,0.4444444444444444,0.0,0.0,0.0,0.5,72.0,78.0,150.0,0.48,,,,,49.0,46.0,95.0,0.5157894736842106
EUW1_6133242821,99.0,98.0,197.0,0.5025380710659898,8.0,5.0,13.0,0.6153846153846154,53.0,40.0,93.0,0.5698924731182796,15.0,17.0,32.0,0.46875,1.0,0.0,1.0,1.0,4.0,7.0,11.0,0.36363636363636365,127.0,121.0,248.0,0.5120967741935484,15.0,15.0,30.0,0.5,19.0,19.0,38.0,0.5,7.0,4.0,11.0,0.6363636363636364
EUW1_6138720689,7.0,20.0,27.0,0.25925925925925924,3.0,2.0,5.0,0.6,57.0,33.0,90.0,0.6333333333333333,34.0,35.0,69.0,0.4927536231884058,0.0,2.0,2.0,0.0,286.0,242.0,528.0,0.5416666666666666,5.0,5.0,10.0,0.5,4.0,7.0,11.0,0.36363636363636365,50.0,36.0,86.0,0.5813953488372093,23.0,8.0,31.0,0.7419354838709677
EUW1_6141456637,97.0,74.0,171.0,0.5672514619883041,47.0,24.0,71.0,0.6619718309859155,,,,,0.0,0.0,0.0,0.5,101.0,110.0,211.0,0.4786729857819905,42.0,30.0,72.0,0.5833333333333334,6.0,7.0,13.0,0.46153846153846156,10.0,21.0,31.0,0.3225806451612903,0.0,1.0,1.0,0.0,5.0,0.0,5.0,1.0
EUW1_6116112281,3.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,113.0,132.0,245.0,0.46122448979591835,6.0,1.0,7.0,0.8571428571428571,0.0,1.0,1.0,0.0,9.0,10.0,19.0,0.47368421052631576,,,,,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5
EUW1_6141259165,31.0,34.0,65.0,0.47692307692307695,45.0,33.0,78.0,0.5769230769230769,2.0,3.0,5.0,0.4,6.0,7.0,13.0,0.46153846153846156,89.0,68.0,157.0,0.5668789808917197,11.0,14.0,25.0,0.44,5.0,7.0,12.0,0.4166666666666667,1.0,2.0,3.0,0.3333333333333333,16.0,13.0,29.0,0.5517241379310345,353.0,311.0,664.0,0.5316265060240963
EUW1_6136425934,1.0,1.0,2.0,0.5,55.0,60.0,115.0,0.4782608695652174,62.0,35.0,97.0,0.6391752577319587,137.0,134.0,271.0,0.5055350553505535,7.0,11.0,18.0,0.3888888888888889,5.0,2.0,7.0,0.7142857142857143,91.0,89.0,180.0,0.5055555555555555,2.0,1.0,3.0,0.6666666666666666,4.0,16.0,20.0,0.2,75.0,73.0,148.0,0.5067567567567568
EUW1_6141695018,118.0,83.0,201.0,0.5870646766169154,28.0,23.0,51.0,0.5490196078431373,66.0,46.0,112.0,0.5892857142857143,243.0,204.0,447.0,0.5436241610738255,46.0,42.0,88.0,0.5227272727272727,35.0,30.0,65.0,0.5384615384615384,1.0,4.0,5.0,0.2,,,,,13.0,4.0,17.0,0.7647058823529411,1.0,1.0,2.0,0.5
EUW1_5846432844,1.0,6.0,7.0,0.14285714285714285,35.0,27.0,62.0,0.5645161290322581,27.0,28.0,55.0,0.4909090909090909,13.0,10.0,23.0,0.5652173913043478,14.0,6.0,20.0,0.7,359.0,305.0,664.0,0.5406626506024096,13.0,13.0,26.0,0.5,0.0,0.0,0.0,0.5,6.0,6.0,12.0,0.5,0.0,1.0,1.0,0.0
EUW1_6141586754,49.0,49.0,98.0,0.5,0.0,0.0,0.0,0.5,6.0,8.0,14.0,0.42857142857142855,10.0,8.0,18.0,0.5555555555555556,,,,,13.0,11.0,24.0,0.5416666666666666,9.0,7.0,16.0,0.5625,43.0,30.0,73.0,0.589041095890411,1.0,2.0,3.0,0.3333333333333333,2.0,2.0,4.0,0.5
EUW1_6067000960,0.0,3.0,3.0,0.0,403.0,308.0,711.0,0.5668073136427567,31.0,23.0,54.0,0.5740740740740741,3.0,1.0,4.0,0.75,6.0,5.0,11.0,0.5454545454545454,0.0,2.0,2.0,0.0,,,,,0.0,0.0,0.0,0.5,,,,,,,,
EUW1_6141756256,8.0,10.0,18.0,0.4444444444444444,341.0,322.0,663.0,0.5143288084464555,57.0,53.0,110.0,0.5181818181818182,84.0,50.0,134.0,0.6268656716417911,28.0,31.0,59.0,0.4745762711864407,73.0,64.0,137.0,0.5328467153284672,70.0,47.0,117.0,0.5982905982905983,29.0,21.0,50.0,0.58,110.0,85.0,195.0,0.5641025641025641,405.0,337.0,742.0,0.545822102425876
EUW1_6099387103,66.0,54.0,120.0,0.55,15.0,17.0,32.0,0.46875,2.0,0.0,2.0,1.0,68.0,48.0,116.0,0.5862068965517241,24.0,21.0,45.0,0.5333333333333333,1.0,1.0,2.0,0.5,15.0,11.0,26.0,0.5769230769230769,3.0,4.0,7.0,0.42857142857142855,0.0,1.0,1.0,0.0,11.0,16.0,27.0,0.4074074074074074
EUW1_6141118577,14.0,3.0,17.0,0.8235294117647058,1.0,0.0,1.0,1.0,35.0,31.0,66.0,0.5303030303030303,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.5,135.0,117.0,252.0,0.5357142857142857,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,35.0,40.0,75.0,0.4666666666666667,27.0,18.0,45.0,0.6
EUW1_6141740332,6.0,5.0,11.0,0.5454545454545454,206.0,119.0,325.0,0.6338461538461538,76.0,49.0,125.0,0.608,5.0,8.0,13.0,0.38461538461538464,67.0,53.0,120.0,0.5583333333333333,0.0,0.0,0.0,0.5,86.0,65.0,151.0,0.5695364238410596,15.0,17.0,32.0,0.46875,4.0,5.0,9.0,0.4444444444444444,25.0,18.0,43.0,0.5813953488372093
EUW1_6140854054,11.0,8.0,19.0,0.5789473684210527,2.0,0.0,2.0,1.0,232.0,195.0,427.0,0.5433255269320844,71.0,54.0,125.0,0.568,0.0,0.0,0.0,0.5,21.0,9.0,30.0,0.7,1.0,0.0,1.0,1.0,7.0,6.0,13.0,0.5384615384615384,2.0,4.0,6.0,0.3333333333333333,8.0,12.0,20.0,0.4
EUW1_5850224907,6.0,6.0,12.0,0.5,3.0,1.0,4.0,0.75,38.0,18.0,56.0,0.6785714285714286,2.0,0.0,2.0,1.0,32.0,21.0,53.0,0.6037735849056604,10.0,2.0,12.0,0.8333333333333334,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
EUW1_6125805649,98.0,76.0,174.0,0.5632183908045977,,,,,,,,,,,,,,,,,126.0,128.0,254.0,0.49606299212598426,9.0,5.0,14.0,0.6428571428571429,14.0,11.0,25.0,0.56,3.0,4.0,7.0,0.42857142857142855,15.0,19.0,34.0,0.4411764705882353
EUW1_6140552410,,,,,32.0,36.0,68.0,0.47058823529411764,0.0,1.0,1.0,0.0,12.0,10.0,22.0,0.5454545454545454,0.0,1.0,1.0,0.0,2.0,2.0,4.0,0.5,8.0,5.0,13.0,0.6153846153846154,,,,,27.0,18.0,45.0,0.6,1.0,0.0,1.0,1.0
EUW1_5765274249,4.0,9.0,13.0,0.3076923076923077,25.0,22.0,47.0,0.5319148936170213,12.0,9.0,21.0,0.5714285714285714,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,2.0,8.0,10.0,0.2,3.0,5.0,8.0,0.375,207.0,170.0,377.0,0.5490716180371353,59.0,45.0,104.0,0.5673076923076923,1.0,4.0,5.0,0.2
EUW1_6136531835,40.0,45.0,85.0,0.47058823529411764,,,,,0.0,0.0,0.0,0.5,2.0,6.0,8.0,0.25,3.0,6.0,9.0,0.3333333333333333,,,,,3.0,1.0,4.0,0.75,,,,,1.0,0.0,1.0,1.0,65.0,56.0,121.0,0.5371900826446281
EUW1_6136381199,2.0,3.0,5.0,0.4,2.0,1.0,3.0,0.6666666666666666,,,,,2.0,0.0,2.0,1.0,16.0,5.0,21.0,0.7619047619047619,25.0,25.0,50.0,0.5,77.0,69.0,146.0,0.5273972602739726,33.0,30.0,63.0,0.5238095238095238,1.0,3.0,4.0,0.25,2.0,5.0,7.0,0.2857142857142857
EUW1_6141754919,17.0,11.0,28.0,0.6071428571428571,6.0,7.0,13.0,0.46153846153846156,170.0,134.0,304.0,0.5592105263157895,27.0,26.0,53.0,0.5094339622641509,1.0,0.0,1.0,1.0,46.0,48.0,94.0,0.48936170212765956,85.0,71.0,156.0,0.5448717948717948,15.0,17.0,32.0,0.46875,67.0,71.0,138.0,0.4855072463768116,,,,
EUW1_6005089683,1.0,0.0,1.0,1.0,2.0,3.0,5.0,0.4,1.0,1.0,2.0,0.5,7.0,10.0,17.0,0.4117647058823529,33.0,33.0,66.0,0.5,,,,,20.0,21.0,41.0,0.4878048780487805,45.0,38.0,83.0,0.5421686746987951,0.0,1.0,1.0,0.0,13.0,15.0,28.0,0.4642857142857143
EUW1_6088154834,,,,,17.0,11.0,28.0,0.6071428571428571,,,,,2.0,1.0,3.0,0.6666666666666666,11.0,14.0,25.0,0.44,80.0,84.0,164.0,0.4878048780487805,7.0,4.0,11.0,0.6363636363636364,,,,,7.0,4.0,11.0,0.6363636363636364,22.0,14.0,36.0,0.6111111111111112
EUW1_6139442810,7.0,3.0,10.0,0.7,1.0,2.0,3.0,0.3333333333333333,1.0,2.0,3.0,0.3333333333333333,8.0,14.0,22.0,0.36363636363636365,7.0,13.0,20.0,0.35,10.0,13.0,23.0,0.43478260869565216,91.0,82.0,173.0,0.5260115606936416,2.0,4.0,6.0,0.3333333333333333,68.0,81.0,149.0,0.4563758389261745,317.0,275.0,592.0,0.535472972972973
EUW1_6107097495,,,,,447.0,383.0,830.0,0.5385542168674698,36.0,54.0,90.0,0.4,74.0,57.0,131.0,0.5648854961832062,,,,,3.0,1.0,4.0,0.75,0.0,1.0,1.0,0.0,16.0,9.0,25.0,0.64,8.0,11.0,19.0,0.42105263157894735,5.0,5.0,10.0,0.5
EUW1_6091142371,33.0,13.0,46.0,0.717391304347826,27.0,9.0,36.0,0.75,3.0,4.0,7.0,0.42857142857142855,2.0,0.0,2.0,1.0,3.0,4.0,7.0,0.42857142857142855,0.0,0.0,0.0,0.5,34.0,17.0,51.0,0.6666666666666666,2.0,2.0,4.0,0.5,1.0,0.0,1.0,1.0,,,,
EUW1_6139988912,13.0,13.0,26.0,0.5,113.0,83.0,196.0,0.576530612244898,11.0,7.0,18.0,0.6111111111111112,27.0,21.0,48.0,0.5625,4.0,1.0,5.0,0.8,15.0,18.0,33.0,0.45454545454545453,62.0,19.0,81.0,0.7654320987654321,8.0,0.0,8.0,1.0,335.0,292.0,627.0,0.5342902711323764,24.0,23.0,47.0,0.5106382978723404
EUW1_6141724730,13.0,10.0,23.0,0.5652173913043478,23.0,20.0,43.0,0.5348837209302325,5.0,4.0,9.0,0.5555555555555556,0.0,0.0,0.0,0.5,8.0,8.0,16.0,0.5,105.0,65.0,170.0,0.6176470588235294,,,,,138.0,83.0,221.0,0.6244343891402715,14.0,13.0,27.0,0.5185185185185185,224.0,177.0,401.0,0.5586034912718204
EUW1_6118589192,12.0,13.0,25.0,0.48,125.0,93.0,218.0,0.573394495412844,118.0,89.0,207.0,0.5700483091787439,5.0,8.0,13.0,0.38461538461538464,,,,,12.0,13.0,25.0,0.48,21.0,19.0,40.0,0.525,110.0,90.0,200.0,0.55,44.0,55.0,99.0,0.4444444444444444,137.0,127.0,264.0,0.5189393939393939
EUW1_6128960081,,,,,0.0,1.0,1.0,0.0,,,,,314.0,311.0,625.0,0.5024,,,,,63.0,66.0,129.0,0.4883720930232558,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.5,15.0,15.0,30.0,0.5
EUW1_6136059731,2.0,2.0,4.0,0.5,5.0,7.0,12.0,0.4166666666666667,33.0,19.0,52.0,0.6346153846153846,5.0,9.0,14.0,0.35714285714285715,28.0,20.0,48.0,0.5833333333333334,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,2.0,0.5,7.0,0.0,7.0,1.0,0.0,0.0,0.0,0.5
EUW1_6141088025,1.0,0.0,1.0,1.0,42.0,56.0,98.0,0.42857142857142855,107.0,73.0,180.0,0.5944444444444444,3.0,1.0,4.0,0.75,0.0,2.0,2.0,0.0,6.0,19.0,25.0,0.24,1.0,0.0,1.0,1.0,16.0,10.0,26.0,0.6153846153846154,336.0,313.0,649.0,0.5177195685670262,4.0,6.0,10.0,0.4
EUW1_6109582355,0.0,1.0,1.0,0.0,15.0,6.0,21.0,0.7142857142857143,33.0,21.0,54.0,0.6111111111111112,1.0,1.0,2.0,0.5,8.0,17.0,25.0,0.32,268.0,238.0,506.0,0.5296442687747036,27.0,28.0,55.0,0.4909090909090909,423.0,328.0,751.0,0.563249001331558,21.0,10.0,31.0,0.6774193548387096,46.0,45.0,91.0,0.5054945054945055
EUW1_6141524279,138.0,119.0,257.0,0.5369649805447471,14.0,8.0,22.0,0.6363636363636364,240.0,248.0,488.0,0.4918032786885246,10.0,7.0,17.0,0.5882352941176471,209.0,194.0,403.0,0.5186104218362283,4.0,3.0,7.0,0.5714285714285714,1.0,2.0,3.0,0.3333333333333333,5.0,7.0,12.0,0.4166666666666667,26.0,14.0,40.0,0.65,36.0,31.0,67.0,0.5373134328358209
EUW1_6139960201,145.0,109.0,254.0,0.5708661417322834,0.0,1.0,1.0,0.0,3.0,3.0,6.0,0.5,70.0,93.0,163.0,0.4294478527607362,68.0,64.0,132.0,0.5151515151515151,25.0,42.0,67.0,0.373134328358209,0.0,0.0,0.0,0.5,2.0,1.0,3.0,0.6666666666666666,150.0,142.0,292.0,0.5136986301369864,60.0,48.0,108.0,0.5555555555555556
EUW1_6087646201,44.0,33.0,77.0,0.5714285714285714,123.0,82.0,205.0,0.6,79.0,74.0,153.0,0.5163398692810458,14.0,14.0,28.0,0.5,1.0,0.0,1.0,1.0,7.0,3.0,10.0,0.7,14.0,18.0,32.0,0.4375,39.0,46.0,85.0,0.4588235294117647,2.0,3.0,5.0,0.4,1.0,3.0,4.0,0.25
EUW1_6135981885,24.0,27.0,51.0,0.47058823529411764,262.0,236.0,498.0,0.5261044176706827,203.0,146.0,349.0,0.5816618911174785,27.0,27.0,54.0,0.5,230.0,215.0,445.0,0.5168539325842697,26.0,36.0,62.0,0.41935483870967744,371.0,305.0,676.0,0.5488165680473372,0.0,0.0,0.0,0.5,6.0,5.0,11.0,0.5454545454545454,4.0,6.0,10.0,0.4
EUW1_6141454095,0.0,0.0,0.0,0.5,0.0,6.0,6.0,0.0,1.0,1.0,2.0,0.5,47.0,59.0,106.0,0.44339622641509435,28.0,18.0,46.0,0.6086956521739131,20.0,6.0,26.0,0.7692307692307693,340.0,323.0,663.0,0.5128205128205128,191.0,156.0,347.0,0.5504322766570605,3.0,10.0,13.0,0.23076923076923078,22.0,19.0,41.0,0.5365853658536586
EUW1_6054234514,345.0,306.0,651.0,0.5299539170506913,5.0,6.0,11.0,0.45454545454545453,12.0,12.0,24.0,0.5,70.0,74.0,144.0,0.4861111111111111,38.0,38.0,76.0,0.5,2.0,3.0,5.0,0.4,6.0,4.0,10.0,0.6,20.0,14.0,34.0,0.5882352941176471,302.0,249.0,551.0,0.5480943738656987,6.0,4.0,10.0,0.6
EUW1_6139010034,,,,,55.0,37.0,92.0,0.5978260869565217,,,,,10.0,11.0,21.0,0.47619047619047616,6.0,1.0,7.0,0.8571428571428571,,,,,0.0,0.0,0.0,0.5,4.0,4.0,8.0,0.5,6.0,8.0,14.0,0.42857142857142855,16.0,21.0,37.0,0.43243243243243246
EUW1_6139527683,5.0,4.0,9.0,0.5555555555555556,20.0,14.0,34.0,0.5882352941176471,,,,,5.0,2.0,7.0,0.7142857142857143,1.0,1.0,2.0,0.5,3.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,21.0,18.0,39.0,0.5384615384615384,7.0,2.0,9.0,0.7777777777777778,1.0,0.0,1.0,1.0
EUW1_6131860601,51.0,28.0,79.0,0.6455696202531646,3.0,2.0,5.0,0.6,7.0,22.0,29.0,0.2413793103448276,93.0,92.0,185.0,0.5027027027027027,32.0,33.0,65.0,0.49230769230769234,4.0,5.0,9.0,0.4444444444444444,34.0,37.0,71.0,0.4788732394366197,13.0,8.0,21.0,0.6190476190476191,81.0,72.0,153.0,0.5294117647058824,8.0,1.0,9.0,0.8888888888888888
EUW1_6141730084,70.0,49.0,119.0,0.5882352941176471,2.0,4.0,6.0,0.3333333333333333,8.0,6.0,14.0,0.5714285714285714,13.0,12.0,25.0,0.52,1.0,2.0,3.0,0.3333333333333333,329.0,299.0,628.0,0.5238853503184714,78.0,63.0,141.0,0.5531914893617021,29.0,28.0,57.0,0.5087719298245614,0.0,0.0,0.0,0.5,31.0,27.0,58.0,0.5344827586206896
EUW1_6141751159,2.0,6.0,8.0,0.25,,,,,1.0,3.0,4.0,0.25,,,,,4.0,1.0,5.0,0.8,0.0,0.0,0.0,0.5,2.0,1.0,3.0,0.6666666666666666,,,,,7.0,5.0,12.0,0.5833333333333334,,,,
EUW1_6141700765,1.0,1.0,2.0,0.5,31.0,38.0,69.0,0.4492753623188406,12.0,19.0,31.0,0.3870967741935484,1.0,2.0,3.0,0.3333333333333333,18.0,19.0,37.0,0.4864864864864865,148.0,119.0,267.0,0.5543071161048689,9.0,9.0,18.0,0.5,15.0,12.0,27.0,0.5555555555555556,0.0,0.0,0.0,0.5,4.0,0.0,4.0,1.0
EUW1_6129069138,5.0,2.0,7.0,0.7142857142857143,1.0,1.0,2.0,0.5,71.0,40.0,111.0,0.6396396396396397,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.5,23.0,36.0,59.0,0.3898305084745763,1.0,6.0,7.0,0.14285714285714285,1.0,1.0,2.0,0.5,12.0,26.0,38.0,0.3157894736842105,,,,
EUW1_6136893215,5.0,5.0,10.0,0.5,16.0,13.0,29.0,0.5517241379310345,16.0,9.0,25.0,0.64,43.0,39.0,82.0,0.524390243902439,247.0,223.0,470.0,0.5255319148936171,1.0,5.0,6.0,0.16666666666666666,2.0,0.0,2.0,1.0,3.0,1.0,4.0,0.75,60.0,57.0,117.0,0.5128205128205128,0.0,0.0,0.0,0.5
EUW1_5720391839,114.0,88.0,202.0,0.5643564356435643,0.0,0.0,0.0,0.5,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,16.0,6.0,22.0,0.7272727272727273,4.0,3.0,7.0,0.5714285714285714,49.0,53.0,102.0,0.4803921568627451,32.0,25.0,57.0,0.5614035087719298,2.0,1.0,3.0,0.6666666666666666,3.0,2.0,5.0,0.6
EUW1_6081017568,48.0,54.0,102.0,0.47058823529411764,38.0,27.0,65.0,0.5846153846153846,1.0,0.0,1.0,1.0,8.0,8.0,16.0,0.5,144.0,125.0,269.0,0.5353159851301115,12.0,12.0,24.0,0.5,198.0,147.0,345.0,0.5739130434782609,12.0,14.0,26.0,0.46153846153846156,8.0,9.0,17.0,0.47058823529411764,31.0,37.0,68.0,0.45588235294117646
EUW1_6141772612,66.0,73.0,139.0,0.4748201438848921,1.0,0.0,1.0,1.0,6.0,5.0,11.0,0.5454545454545454,3.0,1.0,4.0,0.75,0.0,4.0,4.0,0.0,,,,,3.0,8.0,11.0,0.2727272727272727,0.0,2.0,2.0,0.0,,,,,9.0,5.0,14.0,0.6428571428571429
EUW1_6140656983,,,,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.5,0.0,4.0,4.0,0.0,,,,,6.0,12.0,18.0,0.3333333333333333,0.0,4.0,4.0,0.0,,,,,,,,,37.0,53.0,90.0,0.4111111111111111
EUW1_6019969955,48.0,33.0,81.0,0.5925925925925926,82.0,65.0,147.0,0.5578231292517006,5.0,7.0,12.0,0.4166666666666667,1.0,5.0,6.0,0.16666666666666666,0.0,0.0,0.0,0.5,2.0,1.0,3.0,0.6666666666666666,5.0,8.0,13.0,0.38461538461538464,406.0,341.0,747.0,0.5435073627844712,6.0,8.0,14.0,0.42857142857142855,4.0,3.0,7.0,0.5714285714285714
EUW1_6139866977,732.0,667.0,1399.0,0.5232308791994281,,,,,16.0,16.0,32.0,0.5,11.0,9.0,20.0,0.55,13.0,9.0,22.0,0.5909090909090909,54.0,57.0,111.0,0.4864864864864865,3.0,3.0,6.0,0.5,16.0,13.0,29.0,0.5517241379310345,0.0,0.0,0.0,0.5,9.0,10.0,19.0,0.47368421052631576
EUW1_6135209498,178.0,171.0,349.0,0.5100286532951289,59.0,50.0,109.0,0.5412844036697247,2.0,4.0,6.0,0.3333333333333333,20.0,15.0,35.0,0.5714285714285714,4.0,3.0,7.0,0.5714285714285714,10.0,13.0,23.0,0.43478260869565216,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,88.0,86.0,174.0,0.5057471264367817,14.0,13.0,27.0,0.5185185185185185
EUW1_6140296485,39.0,52.0,91.0,0.42857142857142855,61.0,73.0,134.0,0.4552238805970149,89.0,70.0,159.0,0.559748427672956,3.0,3.0,6.0,0.5,4.0,2.0,6.0,0.6666666666666666,20.0,11.0,31.0,0.6451612903225806,7.0,7.0,14.0,0.5,10.0,15.0,25.0,0.4,19.0,21.0,40.0,0.475,39.0,53.0,92.0,0.42391304347826086
EUW1_6141220853,0.0,3.0,3.0,0.0,10.0,2.0,12.0,0.8333333333333334,61.0,42.0,103.0,0.5922330097087378,105.0,82.0,187.0,0.5614973262032086,,,,,55.0,46.0,101.0,0.5445544554455446,34.0,44.0,78.0,0.4358974358974359,4.0,4.0,8.0,0.5,15.0,7.0,22.0,0.6818181818181818,35.0,35.0,70.0,0.5
EUW1_6141565297,105.0,85.0,190.0,0.5526315789473685,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.5,16.0,16.0,32.0,0.5,31.0,24.0,55.0,0.5636363636363636,1.0,0.0,1.0,1.0,13.0,11.0,24.0,0.5416666666666666,2.0,3.0,5.0,0.4,47.0,27.0,74.0,0.6351351351351351,4.0,4.0,8.0,0.5
EUW1_6140541086,1.0,2.0,3.0,0.3333333333333333,2.0,3.0,5.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,23.0,37.0,60.0,0.38333333333333336,,,,,41.0,18.0,59.0,0.6949152542372882,51.0,45.0,96.0,0.53125,0.0,2.0,2.0,0.0,,,,
EUW1_6141455822,4.0,3.0,7.0,0.5714285714285714,98.0,86.0,184.0,0.532608695652174,113.0,64.0,177.0,0.6384180790960452,22.0,27.0,49.0,0.4489795918367347,4.0,3.0,7.0,0.5714285714285714,73.0,52.0,125.0,0.584,22.0,17.0,39.0,0.5641025641025641,7.0,4.0,11.0,0.6363636363636364,34.0,29.0,63.0,0.5396825396825397,22.0,29.0,51.0,0.43137254901960786
EUW1_6109983582,1.0,1.0,2.0,0.5,23.0,15.0,38.0,0.6052631578947368,8.0,5.0,13.0,0.6153846153846154,1.0,1.0,2.0,0.5,26.0,15.0,41.0,0.6341463414634146,5.0,3.0,8.0,0.625,223.0,163.0,386.0,0.5777202072538861,5.0,9.0,14.0,0.35714285714285715,1.0,1.0,2.0,0.5,205.0,171.0,376.0,0.5452127659574468
EUW1_6141418153,178.0,160.0,338.0,0.5266272189349113,130.0,105.0,235.0,0.5531914893617021,14.0,20.0,34.0,0.4117647058823529,6.0,2.0,8.0,0.75,139.0,131.0,270.0,0.5148148148148148,31.0,20.0,51.0,0.6078431372549019,26.0,37.0,63.0,0.4126984126984127,3.0,3.0,6.0,0.5,13.0,8.0,21.0,0.6190476190476191,6.0,0.0,6.0,1.0
EUW1_6054604586,23.0,32.0,55.0,0.41818181818181815,104.0,73.0,177.0,0.5875706214689266,8.0,8.0,16.0,0.5,7.0,12.0,19.0,0.3684210526315789,2.0,1.0,3.0,0.6666666666666666,13.0,16.0,29.0,0.4482758620689655,1.0,1.0,2.0,0.5,3.0,2.0,5.0,0.6,13.0,18.0,31.0,0.41935483870967744,19.0,14.0,33.0,0.5757575757575758
EUW1_6141764373,,,,,,,,,41.0,32.0,73.0,0.5616438356164384,4.0,12.0,16.0,0.25,2.0,7.0,9.0,0.2222222222222222,62.0,38.0,100.0,0.62,4.0,7.0,11.0,0.36363636363636365,0.0,0.0,0.0,0.5,,,,,,,,
EUW1_6125014901,4.0,4.0,8.0,0.5,76.0,47.0,123.0,0.6178861788617886,100.0,83.0,183.0,0.546448087431694,55.0,44.0,99.0,0.5555555555555556,2.0,3.0,5.0,0.4,18.0,15.0,33.0,0.5454545454545454,174.0,127.0,301.0,0.5780730897009967,360.0,287.0,647.0,0.5564142194744977,,,,,3.0,7.0,10.0,0.3
EUW1_6137310777,4.0,4.0,8.0,0.5,79.0,67.0,146.0,0.541095890410959,28.0,23.0,51.0,0.5490196078431373,5.0,9.0,14.0,0.35714285714285715,4.0,9.0,13.0,0.3076923076923077,31.0,28.0,59.0,0.5254237288135594,2.0,3.0,5.0,0.4,13.0,8.0,21.0,0.6190476190476191,135.0,93.0,228.0,0.5921052631578947,,,,
EUW1_6110119329,,,,,3.0,6.0,9.0,0.3333333333333333,,,,,12.0,5.0,17.0,0.7058823529411765,15.0,34.0,49.0,0.30612244897959184,13.0,20.0,33.0,0.3939393939393939,52.0,53.0,105.0,0.49523809523809526,,,,,2.0,2.0,4.0,0.5,7.0,7.0,14.0,0.5
EUW1_6140970238,1.0,2.0,3.0,0.3333333333333333,1.0,1.0,2.0,0.5,,,,,,,,,13.0,5.0,18.0,0.7222222222222222,,,,,,,,,4.0,3.0,7.0,0.5714285714285714,,,,,0.0,0.0,0.0,0.5
EUW1_6138650677,0.0,1.0,1.0,0.0,,,,,0.0,3.0,3.0,0.0,28.0,28.0,56.0,0.5,0.0,1.0,1.0,0.0,15.0,22.0,37.0,0.40540540540540543,,,,,16.0,8.0,24.0,0.6666666666666666,1.0,0.0,1.0,1.0,2.0,2.0,4.0,0.5
EUW1_6141603132,0.0,0.0,0.0,0.5,,,,,102.0,96.0,198.0,0.5151515151515151,0.0,2.0,2.0,0.0,,,,,8.0,5.0,13.0,0.6153846153846154,2.0,1.0,3.0,0.6666666666666666,107.0,86.0,193.0,0.5544041450777202,,,,,14.0,13.0,27.0,0.5185185185185185
