,Y,TOP0_CHAMP,TOP0_LVL,TOP0_TOTAL,TOP0_GWR,TOP0_VET,TOP0_RANK,TOP0_HOT,TOP0_KDAG,TOP0_KDA,TOP0_WR,TOP0_NB,TOP0_FILL,JGL0_CHAMP,JGL0_LVL,JGL0_TOTAL,JGL0_GWR,JGL0_VET,JGL0_RANK,JGL0_HOT,JGL0_KDAG,JGL0_KDA,JGL0_WR,JGL0_NB,JGL0_FILL,MID0_CHAMP,MID0_LVL,MID0_TOTAL,MID0_GWR,MID0_VET,MID0_RANK,MID0_HOT,MID0_KDAG,MID0_KDA,MID0_WR,MID0_NB,MID0_FILL,ADC0_CHAMP,ADC0_LVL,ADC0_TOTAL,ADC0_GWR,ADC0_VET,ADC0_RANK,ADC0_HOT,ADC0_KDAG,ADC0_KDA,ADC0_WR,ADC0_NB,ADC0_FILL,SUP0_CHAMP,SUP0_LVL,SUP0_TOTAL,SUP0_GWR,SUP0_VET,SUP0_RANK,SUP0_HOT,SUP0_KDAG,SUP0_KDA,SUP0_WR,SUP0_NB,SUP0_FILL,TOP1_CHAMP,TOP1_LVL,TOP1_TOTAL,TOP1_GWR,TOP1_VET,TOP1_RANK,TOP1_HOT,TOP1_KDAG,TOP1_KDA,TOP1_WR,TOP1_NB,TOP1_FILL,JGL1_CHAMP,JGL1_LVL,JGL1_TOTAL,JGL1_GWR,JGL1_VET,JGL1_RANK,JGL1_HOT,JGL1_KDAG,JGL1_KDA,JGL1_WR,JGL1_NB,JGL1_FILL,MID1_CHAMP,MID1_LVL,MID1_TOTAL,MID1_GWR,MID1_VET,MID1_RANK,MID1_HOT,MID1_KDAG,MID1_KDA,MID1_WR,MID1_NB,MID1_FILL,ADC1_CHAMP,ADC1_LVL,ADC1_TOTAL,ADC1_GWR,ADC1_VET,ADC1_RANK,ADC1_HOT,ADC1_KDAG,ADC1_KDA,ADC1_WR,ADC1_NB,ADC1_FILL,SUP1_CHAMP,SUP1_LVL,SUP1_TOTAL,SUP1_GWR,SUP1_VET,SUP1_RANK,SUP1_HOT,SUP1_KDAG,SUP1_KDA,SUP1_WR,SUP1_NB,SUP1_FILL
EUW1_6140656983,False,Nasus,259,251,0.5179282868525896,False,"['PLATINUM', 'IV', 1]",False,"[10.8, 6.8, 7.8]","[0.0, 0.0, 0.0]",0.0,1,True,Viego,616,301,0.4883720930232558,False,"['PLATINUM', 'IV', 1]",False,"[6.0, 8.2, 7.6]","[0.0, 0.0, 0.0]",0.5,0,True,Azir,170,416,0.5360576923076923,False,"['GOLD', 'II', 29]",False,"[5.6, 3.0, 4.0]","[0.0, 0.0, 0.0]",0.5,0,True,Ashe,58,155,0.4645161290322581,False,"['SILVER', 'III', 25]",False,"[7.2, 5.2, 11.6]","[0.0, 0.0, 0.0]",0.0,1,False,Maokai,249,179,0.5418994413407822,False,"['GOLD', 'IV', 43]",False,"[1.8, 4.2, 9.0]","[0.0, 0.0, 0.0]",0.5,0,False,Gangplank,167,57,0.5614035087719298,False,"['GOLD', 'IV', 14]",False,"[6.4, 7.2, 3.6]","[6.0, 7.666666666666667, 5.0]",0.3333333333333333,3,True,Lillia,184,17,0.35294117647058826,False,"['SILVER', 'IV', 0]",False,"[7.8, 4.2, 6.0]","[8.5, 3.5, 8.5]",0.5,2,False,Katarina,264,47,0.5957446808510638,False,"['PLATINUM', 'III', 54]",False,"[6.6, 6.2, 8.0]","[9.5, 7.5, 4.5]",0.5,2,False,Caitlyn,201,189,0.5238095238095238,False,"['SILVER', 'I', 100]",True,"[13.0, 5.4, 6.4]","[14.5, 4.5, 5.5]",1.0,2,False,Nami,231,127,0.4015748031496063,False,"['SILVER', 'I', 2]",False,"[1.0, 4.8, 13.6]","[1.25, 5.5, 12.5]",0.25,4,False
EUW1_6019969955,False,Aatrox,104,400,0.535,False,"['PLATINUM', 'III', 44]",True,"[5.4, 7.6, 4.2]","[0.0, 0.0, 0.0]",0.5,0,False,Warwick,70,175,0.5257142857142857,False,"['PLATINUM', 'III', 50]",False,"[7.2, 5.4, 5.6]","[7.2, 5.4, 5.6]",0.6,5,False,Sylas,44,102,0.6176470588235294,False,"['PLATINUM', 'IV', 30]",False,"[10.8, 4.0, 5.0]","[0.0, 0.0, 0.0]",0.5,0,True,Draven,104,191,0.4973821989528796,False,"['PLATINUM', 'III', 2]",False,"[12.4, 7.4, 6.8]","[19.5, 11.5, 10.5]",0.5,2,False,Bard,145,67,0.3880597014925373,False,"['GOLD', 'I', 0]",False,"[5.4, 4.0, 3.4]","[0.0, 0.0, 0.0]",0.5,0,True,Mordekaiser,482,479,0.5407098121085595,False,"['PLATINUM', 'II', 0]",False,"[3.4, 6.4, 11.0]","[0.0, 0.0, 0.0]",0.5,0,True,MonkeyKing,67,240,0.5458333333333333,False,"['PLATINUM', 'II', 17]",False,"[5.4, 3.8, 8.8]","[0.0, 0.0, 0.0]",0.5,0,False,Yasuo,185,1719,0.5148342059336823,False,"['DIAMOND', 'II', 39]",False,"[9.0, 10.0, 6.6]","[12.0, 6.0, 5.0]",1.0,1,False,Nilah,47,168,0.5238095238095238,False,"['PLATINUM', 'III', 61]",False,"[3.8, 7.8, 6.0]","[0.0, 0.0, 0.0]",0.5,0,True,Karma,569,387,0.5322997416020672,False,"['PLATINUM', 'III', 30]",False,"[6.0, 4.6, 5.8]","[0.0, 0.0, 0.0]",0.5,0,True
EUW1_6139866977,True,Nasus,289,1371,0.5010940919037199,True,"['PLATINUM', 'IV', 74]",False,"[3.0, 5.8, 5.4]","[3.5, 5.25, 6.25]",0.75,4,False,Evelynn,769,1099,0.49954504094631486,False,"['PLATINUM', 'IV', 54]",False,"[10.0, 5.6, 8.6]","[22.0, 6.0, 8.0]",1.0,1,False,Yasuo,358,531,0.5235404896421846,False,"['PLATINUM', 'III', 3]",False,"[9.4, 6.6, 4.2]","[24.0, 6.0, 14.0]",1.0,1,False,Vayne,493,103,0.5242718446601942,False,"['PLATINUM', 'III', 47]",False,"[8.6, 3.8, 10.8]","[0.0, 0.0, 0.0]",0.5,0,False,Bard,319,129,0.4883720930232558,False,"['PLATINUM', 'IV', 81]",False,"[5.4, 3.8, 18.0]","[0.0, 0.0, 0.0]",0.5,0,False,Sion,398,404,0.49257425742574257,False,"['PLATINUM', 'IV', 41]",False,"[9.0, 8.4, 8.6]","[7.333333333333333, 7.666666666666667, 8.333333333333334]",0.6666666666666666,3,False,Viego,473,161,0.5279503105590062,False,"['PLATINUM', 'III', 7]",False,"[7.2, 9.4, 9.0]","[0.0, 0.0, 0.0]",0.5,0,True,Syndra,551,401,0.513715710723192,False,"['PLATINUM', 'III', 38]",False,"[7.4, 7.0, 8.4]","[6.25, 6.75, 7.75]",0.75,4,False,Varus,181,182,0.510989010989011,False,"['PLATINUM', 'IV', 47]",False,"[6.4, 8.0, 4.8]","[0.0, 0.0, 0.0]",0.5,0,True,Nami,117,463,0.5226781857451404,False,"['PLATINUM', 'IV', 47]",False,"[10.2, 7.8, 8.0]","[0.0, 0.0, 0.0]",0.5,0,True
EUW1_6135209498,True,Quinn,449,354,0.4887005649717514,False,"['PLATINUM', 'II', 28]",False,"[4.0, 4.6, 5.6]","[4.0, 4.6, 5.6]",0.6,5,False,Zac,320,232,0.47413793103448276,False,"['PLATINUM', 'I', 0]",False,"[7.8, 5.6, 11.4]","[6.666666666666667, 6.0, 11.666666666666666]",0.3333333333333333,3,False,Akali,102,536,0.5223880597014925,False,"['PLATINUM', 'II', 54]",False,"[4.0, 5.2, 4.2]","[4.0, 7.0, 6.0]",1.0,1,False,Lucian,123,141,0.5957446808510638,False,"['PLATINUM', 'II', 58]",False,"[5.6, 4.8, 4.4]","[0.0, 0.0, 0.0]",0.5,0,False,Nami,394,94,0.4574468085106383,False,"['PLATINUM', 'IV', 28]",False,"[7.2, 5.8, 6.0]","[0.0, 0.0, 0.0]",0.5,0,True,Nasus,448,769,0.5136540962288687,True,"['PLATINUM', 'III', 24]",False,"[5.2, 8.0, 3.2]","[0.0, 0.0, 0.0]",0.5,0,False,Hecarim,106,605,0.5107438016528926,False,"['PLATINUM', 'II', 15]",False,"[6.0, 7.2, 6.8]","[0.0, 0.0, 0.0]",0.5,0,True,Sylas,718,97,0.6082474226804123,False,"['PLATINUM', 'III', 67]",False,"[10.2, 5.4, 5.2]","[19.0, 7.0, 4.0]",1.0,1,False,Varus,161,408,0.49754901960784315,False,"['PLATINUM', 'II', 56]",False,"[12.0, 8.6, 2.6]","[12.0, 8.6, 2.6]",0.4,5,False,Amumu,339,901,0.5038845726970034,False,"['PLATINUM', 'II', 0]",False,"[2.4, 8.0, 11.6]","[2.5, 7.5, 11.0]",0.25,4,False
EUW1_6140296485,False,Tryndamere,384,450,0.52,False,"['PLATINUM', 'III', 53]",False,"[5.2, 7.4, 6.6]","[5.75, 7.0, 4.5]",0.75,4,False,Hecarim,223,675,0.5066666666666667,False,"['PLATINUM', 'IV', 96]",True,"[11.2, 8.2, 11.4]","[12.5, 7.5, 11.75]",0.5,4,False,Ekko,498,601,0.5108153078202995,False,"['PLATINUM', 'IV', 14]",False,"[5.0, 9.4, 8.0]","[3.0, 5.0, 2.0]",0.0,1,False,MissFortune,69,362,0.5165745856353591,False,"['PLATINUM', 'IV', 59]",False,"[10.8, 11.8, 9.4]","[10.8, 11.8, 9.4]",0.4,5,False,Nami,56,280,0.48928571428571427,False,"['PLATINUM', 'IV', 8]",False,"[1.4, 4.8, 20.2]","[0.0, 0.0, 0.0]",0.5,0,False,Darius,44,191,0.49214659685863876,False,"['PLATINUM', 'IV', 89]",False,"[6.6, 5.0, 6.4]","[9.0, 3.0, 8.5]",1.0,2,False,Diana,471,712,0.523876404494382,False,"['PLATINUM', 'III', 28]",False,"[8.0, 6.0, 4.8]","[1.0, 6.0, 4.0]",0.0,1,False,Rumble,464,449,0.5233853006681515,False,"['PLATINUM', 'III', 67]",True,"[9.4, 7.0, 7.2]","[0.0, 0.0, 0.0]",0.5,0,False,KogMaw,441,216,0.5,False,"['PLATINUM', 'IV', 51]",False,"[6.2, 7.2, 6.8]","[8.5, 4.5, 4.0]",1.0,2,False,Bard,699,897,0.4983277591973244,False,"['PLATINUM', 'IV', 45]",False,"[6.0, 9.4, 6.4]","[0.0, 0.0, 0.0]",0.5,0,True
EUW1_6141220853,True,Garen,59,172,0.5697674418604651,False,"['PLATINUM', 'I', 43]",True,"[9.0, 6.4, 9.6]","[0.0, 0.0, 0.0]",0.5,0,True,Evelynn,394,231,0.5627705627705628,False,"['PLATINUM', 'IV', 31]",True,"[12.4, 1.6, 6.4]","[12.4, 1.6, 6.4]",0.8,5,False,Morgana,69,424,0.5165094339622641,False,"['PLATINUM', 'II', 58]",False,"[2.6, 7.8, 13.0]","[4.0, 10.0, 10.0]",0.0,1,True,Ashe,420,339,0.5132743362831859,False,"['PLATINUM', 'II', 15]",False,"[6.0, 4.6, 6.4]","[5.0, 2.0, 4.0]",1.0,1,False,Nautilus,267,396,0.5429292929292929,False,"['PLATINUM', 'I', 97]",True,"[2.8, 4.8, 11.0]","[0.0, 0.0, 0.0]",0.5,0,True,Quinn,144,113,0.5221238938053098,False,"['PLATINUM', 'III', 20]",False,"[7.6, 7.4, 4.0]","[7.6, 7.4, 4.0]",0.2,5,False,Viego,67,238,0.5126050420168067,False,"['PLATINUM', 'I', 36]",True,"[4.6, 6.6, 9.0]","[0.0, 0.0, 0.0]",0.5,0,False,TwistedFate,50,133,0.5263157894736842,False,"['PLATINUM', 'III', 0]",False,"[4.2, 6.2, 4.2]","[0.0, 0.0, 0.0]",0.5,0,False,Samira,524,1203,0.513715710723192,False,"['DIAMOND', 'IV', 1]",False,"[6.0, 5.8, 5.4]","[7.0, 3.5, 3.5]",0.5,2,True,Karma,418,304,0.4967105263157895,False,"['PLATINUM', 'II', 71]",False,"[1.4, 9.2, 14.8]","[0.0, 9.0, 5.0]",0.0,1,False
EUW1_6141565297,False,Darius,331,610,0.5360655737704918,False,"['PLATINUM', 'III', 75]",False,"[5.4, 4.4, 2.6]","[5.5, 5.0, 3.5]",0.5,2,False,Sejuani,51,203,0.5320197044334976,False,"['PLATINUM', 'IV', 45]",False,"[3.6, 8.8, 6.8]","[0.0, 0.0, 0.0]",0.5,0,True,Zed,71,86,0.5697674418604651,False,"['PLATINUM', 'III', 33]",False,"[5.0, 5.2, 8.0]","[0.0, 0.0, 0.0]",0.5,0,True,Caitlyn,364,350,0.5285714285714286,False,"['PLATINUM', 'II', 69]",True,"[6.4, 1.8, 9.0]","[3.0, 3.0, 8.0]",1.0,1,False,Brand,598,413,0.5012106537530266,False,"['PLATINUM', 'II', 0]",False,"[2.0, 6.8, 8.2]","[0.0, 0.0, 0.0]",0.5,0,False,Kennen,802,810,0.5074074074074074,False,"['PLATINUM', 'I', 23]",True,"[3.6, 4.4, 7.0]","[0.0, 0.0, 0.0]",0.5,0,True,Viego,424,352,0.5113636363636364,False,"['PLATINUM', 'II', 44]",False,"[4.6, 9.8, 4.4]","[12.0, 9.0, 1.0]",0.0,1,False,Irelia,460,164,0.5182926829268293,False,"['PLATINUM', 'III', 92]",False,"[3.4, 5.0, 5.0]","[0.0, 0.0, 0.0]",0.5,0,False,Tristana,51,252,0.5357142857142857,False,"['PLATINUM', 'IV', 48]",False,"[4.4, 5.4, 5.6]","[2.5, 4.0, 4.0]",0.5,2,False,Braum,479,351,0.4928774928774929,False,"['PLATINUM', 'I', 15]",False,"[2.4, 6.2, 7.6]","[0.0, 0.0, 0.0]",0.5,0,False
EUW1_6140541086,False,Zac,374,239,0.45188284518828453,False,"['GOLD', 'IV', 66]",False,"[2.4, 6.4, 3.2]","[0.0, 0.0, 0.0]",0.5,0,False,Mordekaiser,398,244,0.5204918032786885,False,"['PLATINUM', 'III', 92]",False,"[8.2, 3.6, 6.6]","[0.0, 0.0, 0.0]",0.5,0,False,Swain,280,616,0.5032467532467533,False,"['PLATINUM', 'IV', 0]",False,"[4.4, 4.6, 4.0]","[0.0, 0.0, 0.0]",0.5,0,False,Varus,230,319,0.49216300940438873,False,"['DIAMOND', 'I', 3]",False,"[2.2, 4.8, 12.8]","[0.0, 0.0, 0.0]",0.5,0,True,Soraka,606,1146,0.49825479930191974,False,"['PLATINUM', 'IV', 0]",False,"[2.0, 5.6, 15.0]","[0.0, 2.0, 13.0]",1.0,1,False,Kayle,400,504,0.498015873015873,False,"['DIAMOND', 'IV', 0]",False,"[4.2, 5.4, 6.0]","[0.0, 0.0, 0.0]",0.5,0,False,Hecarim,118,150,0.5933333333333334,False,"['GOLD', 'III', 74]",True,"[11.6, 9.4, 11.2]","[13.666666666666666, 9.333333333333334, 11.666666666666666]",0.3333333333333333,3,False,Syndra,234,100,0.53,False,"['GOLD', 'II', 74]",False,"[10.0, 4.6, 7.0]","[10.0, 4.6, 7.0]",0.8,5,False,Lucian,302,259,0.525096525096525,False,"['GOLD', 'II', 0]",False,"[5.2, 5.4, 9.0]","[7.0, 6.0, 8.666666666666666]",1.0,3,False,Thresh,201,367,0.5340599455040872,False,"['PLATINUM', 'IV', 15]",False,"[2.0, 2.4, 16.0]","[2.0, 1.0, 24.0]",1.0,1,False
EUW1_6141455822,False,Sett,86,487,0.5092402464065708,False,"['GOLD', 'IV', 62]",False,"[3.4, 7.4, 3.2]","[1.0, 9.0, 1.0]",1.0,1,False,Nocturne,630,738,0.4959349593495935,False,"['GOLD', 'I', 0]",False,"[6.4, 5.6, 6.4]","[0.0, 0.0, 0.0]",0.5,0,True,Annie,285,301,0.5481727574750831,False,"['PLATINUM', 'III', 65]",False,"[13.0, 7.2, 14.0]","[12.5, 6.5, 14.0]",0.5,4,False,MissFortune,428,90,0.43333333333333335,False,"['GOLD', 'IV', 0]",False,"[8.2, 5.0, 8.0]","[12.666666666666666, 5.666666666666667, 6.666666666666667]",0.6666666666666666,3,False,Heimerdinger,432,59,0.4576271186440678,False,"['PLATINUM', 'IV', 75]",False,"[7.0, 8.8, 11.8]","[0.0, 0.0, 0.0]",0.5,0,True,Vayne,355,626,0.5159744408945687,False,"['PLATINUM', 'IV', 25]",False,"[6.4, 5.2, 6.8]","[4.333333333333333, 3.0, 4.333333333333333]",0.3333333333333333,3,True,FiddleSticks,610,144,0.5347222222222222,False,"['GOLD', 'I', 72]",False,"[9.4, 6.4, 14.6]","[9.666666666666666, 5.333333333333333, 16.333333333333332]",1.0,3,False,Zed,588,51,0.5294117647058824,False,"['GOLD', 'II', 57]",False,"[10.4, 6.6, 8.4]","[14.0, 5.0, 13.0]",1.0,1,False,Caitlyn,208,86,0.5232558139534884,False,"['PLATINUM', 'III', 27]",True,"[8.0, 4.4, 8.6]","[9.75, 4.5, 10.5]",1.0,4,False,Zilean,383,450,0.49777777777777776,True,"['GOLD', 'II', 72]",True,"[3.0, 5.0, 16.6]","[0.0, 0.0, 0.0]",0.5,0,False
EUW1_6109983582,False,Sett,130,535,0.5158878504672897,False,"['PLATINUM', 'III', 0]",False,"[4.2, 4.4, 5.4]","[0.0, 0.0, 0.0]",0.5,0,True,Amumu,174,94,0.5425531914893617,False,"['PLATINUM', 'IV', 0]",False,"[3.0, 6.6, 5.6]","[0.0, 0.0, 0.0]",0.5,0,False,Qiyana,48,218,0.518348623853211,False,"['PLATINUM', 'III', 60]",False,"[7.2, 8.6, 12.4]","[14.0, 6.0, 6.0]",0.0,1,True,Sivir,415,148,0.5608108108108109,False,"['PLATINUM', 'IV', 48]",True,"[7.0, 4.6, 6.6]","[0.0, 0.0, 0.0]",0.5,0,False,Brand,304,210,0.5380952380952381,False,"['PLATINUM', 'IV', 75]",False,"[4.2, 8.8, 20.8]","[0.0, 0.0, 0.0]",0.5,0,False,DrMundo,498,148,0.5540540540540541,False,"['PLATINUM', 'III', 59]",False,"[3.8, 4.8, 6.4]","[0.0, 0.0, 0.0]",0.5,0,False,Shaco,413,518,0.525096525096525,False,"['PLATINUM', 'III', 91]",False,"[6.4, 6.0, 4.2]","[6.75, 4.75, 5.0]",0.5,4,False,Neeko,76,355,0.49577464788732395,True,"['PLATINUM', 'IV', 42]",False,"[8.0, 7.2, 13.4]","[0.0, 0.0, 0.0]",0.5,0,False,Caitlyn,45,60,0.5166666666666667,False,"['GOLD', 'I', 68]",False,"[10.4, 5.4, 8.2]","[16.5, 7.0, 7.0]",0.5,2,False,Zyra,422,449,0.5300668151447662,False,"['PLATINUM', 'III', 20]",False,"[5.0, 6.6, 10.4]","[6.25, 5.75, 10.75]",0.5,4,False
EUW1_6141418153,True,Riven,232,388,0.5231958762886598,False,"['PLATINUM', 'III', 94]",False,"[5.0, 3.8, 6.0]","[5.75, 4.5, 5.5]",0.25,4,False,Kayn,249,648,0.5200617283950617,True,"['PLATINUM', 'III', 49]",False,"[2.8, 12.6, 7.2]","[0.0, 0.0, 0.0]",0.5,0,True,Akali,383,1694,0.4982290436835891,False,"['PLATINUM', 'III', 46]",False,"[12.8, 4.8, 6.6]","[15.0, 6.0, 6.75]",0.5,4,False,Jhin,321,131,0.4732824427480916,False,"['PLATINUM', 'II', 0]",False,"[13.8, 6.0, 8.6]","[9.5, 5.0, 10.5]",0.5,2,False,Lulu,629,35,0.6,False,"['GOLD', 'I', 3]",True,"[0.4, 5.4, 8.6]","[0.4, 5.4, 8.6]",0.2,5,False,Mordekaiser,500,542,0.507380073800738,False,"['PLATINUM', 'III', 45]",False,"[5.6, 4.6, 4.4]","[5.0, 4.5, 5.0]",0.5,2,False,Ekko,417,307,0.46905537459283386,False,"['PLATINUM', 'II', 68]",False,"[7.8, 7.2, 9.2]","[0.0, 0.0, 0.0]",0.5,0,False,Corki,276,12,0.25,False,"['BRONZE', 'IV', 52]",False,"[6.8, 12.6, 8.4]","[9.0, 14.5, 6.0]",0.5,2,False,MissFortune,240,299,0.47491638795986624,False,"['PLATINUM', 'III', 1]",False,"[4.6, 6.2, 9.0]","[3.0, 4.0, 5.0]",0.0,1,True,Nautilus,262,137,0.4306569343065693,False,"['PLATINUM', 'IV', 63]",False,"[3.6, 7.8, 10.6]","[0.0, 0.0, 0.0]",0.5,0,False
EUW1_6054604586,True,Riven,611,974,0.5030800821355236,False,"['PLATINUM', 'IV', 0]",False,"[6.0, 9.4, 6.0]","[0.0, 0.0, 0.0]",0.5,0,True,Belveth,326,443,0.5395033860045146,False,"['DIAMOND', 'IV', 1]",False,"[8.4, 6.2, 10.6]","[7.0, 5.0, 12.5]",0.5,2,False,Zed,304,663,0.5113122171945701,False,"['PLATINUM', 'III', 43]",False,"[5.4, 5.2, 4.8]","[0.0, 0.0, 0.0]",0.5,0,False,MissFortune,51,195,0.5076923076923077,False,"['PLATINUM', 'IV', 0]",False,"[12.8, 7.4, 10.4]","[2.0, 12.0, 2.0]",0.0,1,True,Maokai,276,286,0.5594405594405595,False,"['DIAMOND', 'IV', 0]",False,"[6.2, 7.2, 2.8]","[0.0, 0.0, 0.0]",0.5,0,True,Gangplank,327,259,0.5019305019305019,False,"['PLATINUM', 'II', 13]",False,"[4.8, 2.8, 4.6]","[0.0, 0.0, 0.0]",0.5,0,True,Viego,111,173,0.5317919075144508,False,"['PLATINUM', 'III', 45]",False,"[6.4, 5.0, 6.4]","[0.0, 0.0, 0.0]",0.5,0,False,Varus,110,873,0.5108820160366552,False,"['PLATINUM', 'III', 26]",False,"[2.2, 9.0, 5.0]","[0.0, 0.0, 0.0]",0.5,0,True,Seraphine,236,1460,0.5054794520547945,False,"['DIAMOND', 'IV', 60]",False,"[1.6, 4.6, 3.2]","[0.0, 0.0, 0.0]",0.5,0,True,Janna,231,131,0.5038167938931297,False,"['PLATINUM', 'IV', 21]",False,"[6.0, 6.0, 16.6]","[0.0, 0.0, 0.0]",0.5,0,False
EUW1_6141764373,True,Shen,423,783,0.5108556832694764,False,"['PLATINUM', 'IV', 36]",False,"[3.4, 4.8, 3.0]","[0.0, 0.0, 0.0]",0.5,0,True,LeeSin,573,46,0.5217391304347826,False,"['PLATINUM', 'III', 25]",False,"[4.2, 6.0, 7.4]","[0.0, 0.0, 0.0]",0.5,0,True,Vex,132,6,0.6666666666666666,False,"['GOLD', 'I', 12]",False,"[4.6, 8.0, 2.8]","[14.0, 9.0, 4.0]",0.0,1,True,Kaisa,210,328,0.47865853658536583,False,"['GOLD', 'III', 0]",False,"[8.4, 7.4, 4.8]","[0.0, 0.0, 0.0]",0.5,0,False,Seraphine,812,13,0.38461538461538464,False,"['BRONZE', 'I', 21]",False,"[6.2, 5.8, 2.2]","[0.0, 0.0, 0.0]",0.5,0,True,Garen,212,113,0.5929203539823009,False,"['GOLD', 'II', 58]",False,"[10.8, 4.0, 4.0]","[10.8, 4.0, 4.0]",0.6,5,False,JarvanIV,259,213,0.4788732394366197,False,"['SILVER', 'III', 28]",False,"[6.0, 7.2, 13.2]","[0.0, 0.0, 0.0]",0.5,0,False,Zed,373,14,0.35714285714285715,False,"['SILVER', 'IV', 85]",False,"[7.0, 4.8, 8.8]","[0.0, 0.0, 0.0]",0.5,0,True,Caitlyn,290,155,0.4645161290322581,False,"['PLATINUM', 'IV', 7]",False,"[8.4, 4.6, 6.8]","[0.0, 0.0, 0.0]",0.5,0,False,Heimerdinger,308,474,0.510548523206751,False,"['PLATINUM', 'III', 20]",False,"[4.2, 5.4, 8.4]","[0.0, 0.0, 0.0]",0.5,0,False
EUW1_6125014901,False,Garen,455,1213,0.49958779884583676,True,"['PLATINUM', 'III', 30]",False,"[4.4, 5.8, 7.0]","[0.0, 0.0, 0.0]",0.5,0,True,MasterYi,330,228,0.47368421052631576,False,"['PLATINUM', 'IV', 43]",False,"[4.6, 8.2, 6.0]","[0.0, 0.0, 0.0]",0.5,0,False,Heimerdinger,394,255,0.49411764705882355,False,"['PLATINUM', 'III', 30]",False,"[6.8, 5.6, 8.6]","[6.8, 5.6, 8.6]",0.6,5,False,Sivir,605,533,0.48405253283302063,False,"['PLATINUM', 'IV', 0]",False,"[7.2, 6.8, 6.2]","[0.0, 0.0, 0.0]",0.5,0,True,Ashe,915,1399,0.5067905646890636,False,"['PLATINUM', 'III', 42]",True,"[10.0, 4.6, 13.4]","[0.0, 0.0, 0.0]",0.5,0,True,Singed,301,400,0.5075,False,"['PLATINUM', 'IV', 33]",False,"[7.0, 8.6, 7.0]","[6.5, 6.0, 6.5]",1.0,2,True,Ekko,405,11,0.18181818181818182,False,"['SILVER', 'IV', 20]",False,"[6.4, 6.0, 6.2]","[13.5, 4.5, 9.0]",1.0,2,True,Katarina,95,702,0.5242165242165242,False,"['DIAMOND', 'III', 13]",False,"[11.0, 7.6, 3.6]","[11.75, 7.25, 3.5]",0.75,4,False,Tristana,41,112,0.6071428571428571,False,"['PLATINUM', 'I', 19]",False,"[7.2, 5.8, 5.6]","[0.0, 0.0, 0.0]",0.5,0,False,Sona,51,143,0.4755244755244755,False,"['GOLD', 'I', 0]",False,"[1.4, 7.6, 8.2]","[0.0, 0.0, 0.0]",0.5,0,False
EUW1_6137310777,True,Nasus,231,233,0.5278969957081545,False,"['PLATINUM', 'III', 41]",False,"[6.4, 5.6, 5.0]","[0.0, 0.0, 0.0]",0.5,0,False,Zac,247,478,0.5125523012552301,False,"['PLATINUM', 'III', 17]",False,"[5.8, 6.6, 9.6]","[5.5, 6.5, 12.0]",0.0,4,False,Viktor,77,209,0.5167464114832536,False,"['PLATINUM', 'IV', 49]",False,"[3.4, 5.8, 8.8]","[0.0, 0.0, 0.0]",0.5,0,False,Draven,56,182,0.5,False,"['PLATINUM', 'IV', 90]",True,"[7.8, 7.2, 8.4]","[0.0, 0.0, 0.0]",0.5,0,True,Thresh,62,427,0.5362997658079626,True,"['PLATINUM', 'IV', 75]",False,"[3.0, 6.6, 4.8]","[0.0, 0.0, 0.0]",0.5,0,True,Ornn,294,374,0.5026737967914439,False,"['PLATINUM', 'III', 33]",False,"[4.0, 7.2, 6.0]","[0.0, 0.0, 0.0]",0.5,0,False,Diana,223,315,0.5015873015873016,False,"['PLATINUM', 'III', 80]",False,"[7.2, 6.4, 8.6]","[5.5, 8.5, 9.0]",0.5,2,False,Zed,88,163,0.5644171779141104,False,"['PLATINUM', 'III', 61]",False,"[9.8, 7.4, 5.6]","[12.0, 6.0, 5.0]",1.0,1,False,Jhin,413,1304,0.5199386503067485,False,"['PLATINUM', 'III', 18]",False,"[4.8, 5.8, 5.2]","[0.0, 0.0, 0.0]",0.5,0,False,Renata,158,560,0.5214285714285715,False,"['PLATINUM', 'III', 5]",False,"[3.2, 8.0, 11.8]","[1.5, 5.5, 10.5]",0.5,2,False
