,Y,TOP0_LVL,TOP0_TOTAL,TOP0_GWR,TOP0_WR,TOP0_NB,TOP0_HOT,TOP0_FILL,TOP0_RANK,TOP0_KDA,TOP0_KDAG,TOP0_VS,TOP0_MAS,TOP0_WCH,TOP0_LCH,TOP0_TOTCH,TOP0_WRCH,JGL0_LVL,JGL0_TOTAL,JGL0_GWR,JGL0_WR,JGL0_NB,JGL0_HOT,JGL0_FILL,JGL0_RANK,JGL0_KDA,JGL0_KDAG,JGL0_VS,JGL0_MAS,JGL0_WCH,JGL0_LCH,JGL0_TOTCH,JGL0_WRCH,MID0_LVL,MID0_TOTAL,MID0_GWR,MID0_WR,MID0_NB,MID0_HOT,MID0_FILL,MID0_RANK,MID0_KDA,MID0_KDAG,MID0_VS,MID0_MAS,MID0_WCH,MID0_LCH,MID0_TOTCH,MID0_WRCH,ADC0_LVL,ADC0_TOTAL,ADC0_GWR,ADC0_WR,ADC0_NB,ADC0_HOT,ADC0_FILL,ADC0_RANK,ADC0_KDA,ADC0_KDAG,ADC0_VS,ADC0_MAS,ADC0_WCH,ADC0_LCH,ADC0_TOTCH,ADC0_WRCH,SUP0_LVL,SUP0_TOTAL,SUP0_GWR,SUP0_WR,SUP0_NB,SUP0_HOT,SUP0_FILL,SUP0_RANK,SUP0_KDA,SUP0_KDAG,SUP0_VS,SUP0_MAS,SUP0_WCH,SUP0_LCH,SUP0_TOTCH,SUP0_WRCH,TOP1_LVL,TOP1_TOTAL,TOP1_GWR,TOP1_WR,TOP1_NB,TOP1_HOT,TOP1_FILL,TOP1_RANK,TOP1_KDA,TOP1_KDAG,TOP1_VS,TOP1_MAS,TOP1_WCH,TOP1_LCH,TOP1_TOTCH,TOP1_WRCH,JGL1_LVL,JGL1_TOTAL,JGL1_GWR,JGL1_WR,JGL1_NB,JGL1_HOT,JGL1_FILL,JGL1_RANK,JGL1_KDA,JGL1_KDAG,JGL1_VS,JGL1_MAS,JGL1_WCH,JGL1_LCH,JGL1_TOTCH,JGL1_WRCH,MID1_LVL,MID1_TOTAL,MID1_GWR,MID1_WR,MID1_NB,MID1_HOT,MID1_FILL,MID1_RANK,MID1_KDA,MID1_KDAG,MID1_VS,MID1_MAS,MID1_WCH,MID1_LCH,MID1_TOTCH,MID1_WRCH,ADC1_LVL,ADC1_TOTAL,ADC1_GWR,ADC1_WR,ADC1_NB,ADC1_HOT,ADC1_FILL,ADC1_RANK,ADC1_KDA,ADC1_KDAG,ADC1_VS,ADC1_MAS,ADC1_WCH,ADC1_LCH,ADC1_TOTCH,ADC1_WRCH,SUP1_LVL,SUP1_TOTAL,SUP1_GWR,SUP1_WR,SUP1_NB,SUP1_HOT,SUP1_FILL,SUP1_RANK,SUP1_KDA,SUP1_KDAG,SUP1_VS,SUP1_MAS,SUP1_WCH,SUP1_LCH,SUP1_TOTCH,SUP1_WRCH
EUW1_6140887852,0.0,438.0,582.0,0.5154639,0.5,0.0,1.0,1.0,1485.0,0.0,3.0,0.0,4925.0,2.0,0.0,2.0,1.0,574.0,360.0,0.49444443,0.5,0.0,0.0,0.0,1600.0,0.0,1.7872341,-1.2,87937.0,2.0,1.0,3.0,0.6666667,115.0,85.0,0.5176471,0.5,0.0,0.0,1.0,1700.0,0.0,3.8846154,0.7,9488.0,2.0,2.0,4.0,0.5,225.0,152.0,0.54605263,0.5,0.0,0.0,0.0,2000.0,0.0,2.5675676,-0.5,27868.0,2.0,2.0,4.0,0.5,267.0,133.0,0.42857143,1.0,5.0,1.0,0.0,1709.0,5.7083335,5.7083335,4.2,152202.0,30.0,25.0,55.0,0.54545456,344.0,493.0,0.51926976,0.5,0.0,1.0,0.0,1982.0,0.0,3.1923077,0.0,24762.0,10.0,11.0,21.0,0.47619048,356.0,315.0,0.5809524,0.5,0.0,1.0,0.0,1601.0,0.0,3.0294118,1.2,8572.0,0.0,0.0,0.0,0.5,312.0,1148.0,0.5052265,0.0,1.0,0.0,0.0,1737.0,1.6666666,2.25,-0.7,26749.0,11.0,14.0,25.0,0.44,728.0,523.0,0.49330783,0.5,0.0,0.0,0.0,1757.0,0.0,3.7142856,0.5,197753.0,31.0,25.0,56.0,0.5535714,427.0,338.0,0.5118343,0.5,0.0,0.0,0.0,1733.0,0.0,2.5416667,-4.2,141003.0,51.0,53.0,104.0,0.4903846
EUW1_6094761239,0.0,71.0,383.0,0.5143603,0.5,0.0,0.0,1.0,1716.0,0.0,2.3488371,3.5,3122.0,3.0,2.0,5.0,0.6,604.0,1693.0,0.50738335,1.0,1.0,1.0,0.0,2101.0,2.375,3.892857,-2.4,126173.0,109.0,91.0,200.0,0.545,58.0,250.0,0.552,0.8,5.0,0.0,0.0,1913.0,2.3529413,2.3529413,-0.3,95025.0,88.0,65.0,153.0,0.5751634,125.0,985.0,0.50152284,0.0,1.0,0.0,0.0,1800.0,1.4285715,2.4772727,0.2,65354.0,55.0,46.0,101.0,0.5445545,347.0,936.0,0.5053419,0.5,0.0,0.0,1.0,1629.0,0.0,2.3513513,-0.9,14820.0,7.0,9.0,16.0,0.4375,57.0,354.0,0.5141243,0.5,0.0,0.0,0.0,1698.0,0.0,1.3684211,-3.5,20142.0,18.0,19.0,37.0,0.4864865,591.0,331.0,0.5528701,0.6666667,3.0,0.0,1.0,1877.0,2.3888888,2.0,2.4,1243639.0,100.0,57.0,157.0,0.6369427,92.0,252.0,0.515873,1.0,1.0,0.0,0.0,1772.0,3.5,2.5,0.3,21664.0,5.0,4.0,9.0,0.5555556,715.0,851.0,0.4958872,0.5,0.0,0.0,1.0,2000.0,0.0,1.509434,-0.2,320388.0,23.0,22.0,45.0,0.51111114,541.0,240.0,0.51666665,0.0,1.0,0.0,1.0,1675.0,0.875,2.1388888,0.9,315849.0,16.0,17.0,33.0,0.4848485
EUW1_6116642885,1.0,392.0,232.0,0.55172414,0.5,0.0,0.0,0.0,1658.0,0.0,1.4193548,0.8,5270.0,0.0,0.0,0.0,0.5,230.0,212.0,0.5377358,1.0,1.0,0.0,0.0,1675.0,24.0,3.7142856,6.1,73435.0,9.0,6.0,15.0,0.6,634.0,354.0,0.4915254,0.5,0.0,0.0,0.0,1714.0,0.0,3.0,-0.1,48783.0,4.0,8.0,12.0,0.33333334,48.0,157.0,0.54140127,0.5,0.0,0.0,0.0,1600.0,0.0,2.34375,-0.2,6617.0,3.0,0.0,3.0,1.0,357.0,532.0,0.5037594,0.5,0.0,0.0,0.0,1700.0,0.0,1.7407408,-3.5,54465.0,6.0,12.0,18.0,0.33333334,76.0,481.0,0.5259875,0.0,2.0,0.0,1.0,1714.0,1.5263158,1.7096775,-0.8,200138.0,135.0,129.0,264.0,0.5113636,239.0,301.0,0.49833888,0.5,0.0,1.0,0.0,1683.0,0.0,3.0882354,-6.1,2224.0,0.0,1.0,1.0,0.0,344.0,565.0,0.4884956,1.0,1.0,0.0,0.0,1661.0,2.3333333,2.1851852,0.1,11273.0,8.0,4.0,12.0,0.6666667,259.0,159.0,0.4716981,0.5,0.0,0.0,1.0,1613.0,0.0,3.8333333,0.2,8405.0,0.0,1.0,1.0,0.0,275.0,537.0,0.52700186,0.5,0.0,0.0,1.0,1600.0,0.0,1.9285715,3.5,5869.0,0.0,0.0,0.0,0.5
EUW1_6132729942,0.0,298.0,55.0,0.47272727,0.5,0.0,0.0,0.0,1063.0,0.0,1.6363636,-2.7,10456.0,2.0,0.0,2.0,1.0,446.0,177.0,0.4915254,0.5,0.0,0.0,1.0,1071.0,0.0,2.1176472,1.2,61215.0,2.0,1.0,3.0,0.6666667,235.0,514.0,0.50583655,0.5,0.0,0.0,1.0,1213.0,0.0,2.8888888,0.6,12380.0,2.0,5.0,7.0,0.2857143,441.0,529.0,0.49716446,0.5,2.0,0.0,0.0,1218.0,3.5454545,2.548387,-0.1,94299.0,11.0,8.0,19.0,0.57894737,771.0,392.0,0.47959185,0.5,0.0,0.0,0.0,1300.0,0.0,3.0,2.3,309640.0,88.0,74.0,162.0,0.54320985,245.0,614.0,0.5,0.5,0.0,0.0,1.0,1271.0,0.0,4.0416665,2.7,695774.0,233.0,199.0,432.0,0.5393519,634.0,741.0,0.49662617,0.5,0.0,0.0,1.0,1259.0,0.0,2.054054,-1.2,73314.0,21.0,15.0,36.0,0.5833333,47.0,174.0,0.48850575,0.0,1.0,0.0,1.0,1243.0,2.4,2.2972972,-0.6,13041.0,8.0,8.0,16.0,0.5,269.0,291.0,0.5017182,0.5,0.0,0.0,0.0,1244.0,0.0,2.475,0.1,78617.0,6.0,8.0,14.0,0.42857143,433.0,542.0,0.50738007,0.6,5.0,0.0,0.0,1278.0,2.642857,2.642857,-2.3,32236.0,11.0,6.0,17.0,0.64705884
EUW1_6140619989,0.0,183.0,110.0,0.46363637,0.5,0.0,0.0,1.0,1851.0,0.0,1.6956521,0.6,3733.0,,,,,285.0,378.0,0.52380955,0.5,0.0,0.0,1.0,2200.0,0.0,2.72,-3.6,18264.0,6.0,1.0,7.0,0.85714287,193.0,106.0,0.5377358,0.5,0.0,0.0,1.0,1661.0,0.0,3.8888888,-4.6,10675.0,,,,,159.0,41.0,0.58536583,0.5,0.0,0.0,1.0,1423.0,0.0,1.4545455,2.2,67138.0,0.0,0.0,0.0,0.5,198.0,22.0,0.5,0.5,0.0,0.0,0.0,736.0,0.0,1.9310344,-4.2,1993.0,,,,,399.0,577.0,0.50606585,0.5,0.0,0.0,0.0,1890.0,0.0,2.590909,-0.6,99028.0,4.0,5.0,9.0,0.44444445,240.0,504.0,0.5138889,0.0,1.0,0.0,1.0,1931.0,6.0,3.5555556,3.6,31666.0,16.0,10.0,26.0,0.61538464,530.0,424.0,0.504717,0.5,0.0,0.0,1.0,1839.0,0.0,1.90625,4.6,64261.0,8.0,7.0,15.0,0.53333336,507.0,137.0,0.50364965,1.0,1.0,1.0,0.0,1701.0,3.6666667,3.0,-2.2,23520.0,1.0,0.0,1.0,1.0,390.0,168.0,0.53571427,0.0,1.0,0.0,0.0,1759.0,2.2,2.2692308,4.2,7996.0,,,,
EUW1_6106581474,0.0,48.0,207.0,0.5169082,0.5,0.0,0.0,0.0,1716.0,0.0,2.125,0.8,15200.0,10.0,5.0,15.0,0.6666667,43.0,89.0,0.5168539,0.5,4.0,0.0,0.0,1529.0,2.5416667,2.1176472,6.8,39630.0,36.0,25.0,61.0,0.59016395,79.0,603.0,0.50248754,0.0,3.0,0.0,0.0,2000.0,1.5789474,1.375,-1.5,264278.0,237.0,192.0,429.0,0.55244756,98.0,95.0,0.5473684,0.5,0.0,0.0,1.0,1740.0,0.0,1.6486486,-1.7,18187.0,2.0,4.0,6.0,0.33333334,540.0,767.0,0.5162973,0.5,0.0,0.0,0.0,1974.0,0.0,3.32,3.4,47961.0,,,,,294.0,366.0,0.5027322,0.5,0.0,0.0,0.0,1747.0,0.0,2.5555556,-0.8,1447301.0,112.0,106.0,218.0,0.51376146,92.0,83.0,0.5180723,0.5,0.0,0.0,1.0,1718.0,0.0,1.8611112,-6.8,65908.0,17.0,10.0,27.0,0.6296296,304.0,92.0,0.59782606,0.5,0.0,0.0,1.0,1652.0,0.0,2.1666667,1.5,16744.0,0.0,0.0,0.0,0.5,469.0,928.0,0.49353448,0.5,0.0,0.0,0.0,1727.0,0.0,0.65625,1.7,81044.0,50.0,57.0,107.0,0.46728972,172.0,199.0,0.47738692,0.5,0.0,0.0,1.0,1951.0,0.0,1.6363636,-3.4,14262.0,0.0,0.0,0.0,0.5
EUW1_6049848053,1.0,337.0,474.0,0.53586495,0.0,2.0,0.0,1.0,1831.0,0.42857143,2.32,-2.0,432731.0,71.0,60.0,131.0,0.54198474,333.0,691.0,0.5007236,0.0,1.0,0.0,0.0,1782.0,2.6666667,4.1578946,2.9,384692.0,183.0,157.0,340.0,0.5382353,174.0,420.0,0.50714284,0.5,0.0,0.0,0.0,1721.0,0.0,2.4390244,2.0,26085.0,18.0,14.0,32.0,0.5625,425.0,871.0,0.5051665,0.5,0.0,0.0,1.0,2179.0,0.0,3.030303,3.4,25780.0,2.0,0.0,2.0,1.0,184.0,55.0,0.4909091,0.4,5.0,0.0,0.0,1790.0,2.7857144,2.7857144,6.8,48484.0,13.0,24.0,37.0,0.35135135,132.0,632.0,0.5031645,0.5,0.0,0.0,1.0,1724.0,0.0,2.5714285,2.0,55600.0,47.0,46.0,93.0,0.50537634,236.0,1107.0,0.51038843,0.5,0.0,0.0,0.0,1737.0,0.0,2.903226,-2.9,69743.0,11.0,17.0,28.0,0.39285713,352.0,148.0,0.6351351,0.5,0.0,0.0,0.0,2000.0,0.0,6.117647,-2.0,29422.0,,,,,391.0,625.0,0.5104,0.5,0.0,0.0,1.0,1736.0,0.0,3.413793,-3.4,66045.0,35.0,39.0,74.0,0.47297296,444.0,799.0,0.5093867,0.5,0.0,0.0,1.0,1663.0,0.0,2.310345,-6.8,11181.0,1.0,2.0,3.0,0.33333334
EUW1_6140496225,1.0,253.0,6.0,0.8333333,0.5,0.0,1.0,0.0,1234.0,0.0,1.8571428,1.8,27832.0,,,,,40.0,114.0,0.5,1.0,1.0,0.0,0.0,1558.0,5.5,3.590909,3.4,18333.0,12.0,7.0,19.0,0.6315789,328.0,266.0,0.5451128,0.5,0.0,0.0,1.0,1660.0,0.0,3.12,-2.3,2696.0,1.0,4.0,5.0,0.2,213.0,172.0,0.50581396,0.0,3.0,0.0,0.0,1510.0,1.0333333,1.3,1.2,159153.0,36.0,31.0,67.0,0.53731346,535.0,101.0,0.45544556,0.5,0.0,1.0,0.0,1272.0,0.0,3.0333333,7.8,25562.0,2.0,0.0,2.0,1.0,62.0,240.0,0.51666665,0.0,3.0,0.0,0.0,1613.0,1.0,1.7916666,-1.8,38968.0,33.0,30.0,63.0,0.52380955,79.0,341.0,0.5043988,0.5,0.0,0.0,0.0,1726.0,0.0,10.1,-3.4,3572.0,0.0,3.0,3.0,0.0,162.0,191.0,0.460733,0.6,5.0,0.0,0.0,1539.0,3.2692308,3.2692308,2.3,1076519.0,90.0,78.0,168.0,0.53571427,65.0,219.0,0.5251142,0.5,0.0,0.0,1.0,1400.0,0.0,1.1555556,-1.2,16048.0,9.0,3.0,12.0,0.75,91.0,737.0,0.5128901,1.0,2.0,0.0,0.0,1539.0,23.0,2.9047618,-7.8,93096.0,77.0,97.0,174.0,0.44252872
EUW1_6121630161,0.0,560.0,172.0,0.54651165,0.5,0.0,1.0,1.0,1395.0,0.0,2.689655,4.6,52019.0,,,,,298.0,49.0,0.6530612,0.5,0.0,0.0,0.0,1381.0,0.0,2.5,-6.6,7085.0,,,,,277.0,78.0,0.525641,0.5,0.0,0.0,1.0,1335.0,0.0,4.7894735,-3.6,331998.0,6.0,4.0,10.0,0.6,296.0,181.0,0.5635359,0.5,0.0,0.0,1.0,1918.0,0.0,4.206897,2.6,46910.0,0.0,2.0,2.0,0.0,135.0,466.0,0.49570817,1.0,2.0,0.0,1.0,1711.0,3.8888888,1.8205128,-1.4,12217.0,1.0,0.0,1.0,1.0,45.0,27.0,0.5925926,0.5,0.0,0.0,0.0,1268.0,0.0,2.4736843,-4.6,2958.0,,,,,234.0,64.0,0.453125,0.5,0.0,0.0,0.0,1132.0,0.0,2.775,6.6,3552.0,,,,,359.0,252.0,0.4642857,0.5,0.0,0.0,0.0,1200.0,0.0,1.7241379,3.6,11018.0,2.0,2.0,4.0,0.5,192.0,241.0,0.5394191,0.0,2.0,0.0,0.0,1623.0,2.5714285,3.4705882,-2.6,87547.0,1.0,1.0,2.0,0.5,172.0,184.0,0.5,0.0,2.0,0.0,0.0,1000.0,2.7142856,2.1860466,1.4,16766.0,5.0,3.0,8.0,0.625
EUW1_6134862983,1.0,333.0,642.0,0.50311524,0.4,5.0,0.0,0.0,1800.0,1.5428572,1.5428572,2.3,1098969.0,256.0,245.0,501.0,0.51097804,246.0,519.0,0.49325627,1.0,1.0,0.0,0.0,1638.0,5.6666665,2.030303,0.9,58148.0,15.0,15.0,30.0,0.5,211.0,28.0,0.64285713,0.8,5.0,1.0,0.0,1600.0,4.0,4.0,-2.9,280669.0,8.0,7.0,15.0,0.53333336,75.0,361.0,0.49861497,0.5,0.0,0.0,1.0,1604.0,0.0,0.975,-4.2,2420.0,1.0,3.0,4.0,0.25,183.0,54.0,0.46296296,0.5,0.0,0.0,0.0,1644.0,0.0,3.7619047,0.0,52225.0,1.0,0.0,1.0,1.0,104.0,108.0,0.5277778,1.0,2.0,0.0,1.0,1584.0,2.4285715,4.3125,-2.3,80255.0,20.0,23.0,43.0,0.4651163,260.0,501.0,0.5229541,0.5,0.0,0.0,0.0,1613.0,0.0,1.6904762,-0.9,112783.0,109.0,57.0,166.0,0.6566265,172.0,97.0,0.52577317,1.0,4.0,0.0,0.0,1465.0,7.2222223,7.2727275,2.9,86465.0,35.0,26.0,61.0,0.57377046,402.0,718.0,0.5125348,0.5,0.0,0.0,0.0,1700.0,0.0,2.5,4.2,173486.0,54.0,34.0,88.0,0.6136364,422.0,366.0,0.5409836,0.5,0.0,0.0,0.0,1747.0,0.0,4.5625,0.0,278552.0,1.0,0.0,1.0,1.0
EUW1_6141723952,1.0,746.0,928.0,0.51508623,1.0,2.0,1.0,0.0,1663.0,4.1666665,2.4736843,3.0,169747.0,12.0,8.0,20.0,0.6,360.0,1755.0,0.51282054,0.6666667,3.0,1.0,0.0,1769.0,4.5454545,5.4166665,-1.8,801343.0,664.0,619.0,1283.0,0.517537,135.0,73.0,0.5205479,1.0,3.0,1.0,0.0,1736.0,4.818182,5.4117646,-4.3,37553.0,9.0,5.0,14.0,0.64285713,360.0,603.0,0.5157546,0.5,2.0,0.0,0.0,1667.0,2.5,3.76,1.1,17324.0,4.0,11.0,15.0,0.26666668,514.0,1208.0,0.5115894,0.25,4.0,0.0,0.0,1649.0,2.0833333,2.1935484,0.0,581492.0,410.0,337.0,747.0,0.5488621,579.0,986.0,0.5060852,1.0,1.0,0.0,0.0,1661.0,0.6666667,0.9722222,-3.0,104359.0,53.0,41.0,94.0,0.5638298,173.0,221.0,0.5294118,0.5,2.0,0.0,0.0,1637.0,1.5714285,2.5172415,1.8,99679.0,34.0,25.0,59.0,0.5762712,622.0,314.0,0.5191083,0.5,0.0,0.0,1.0,1700.0,0.0,1.8888888,4.3,154347.0,1.0,6.0,7.0,0.14285715,322.0,252.0,0.515873,0.0,1.0,0.0,0.0,1710.0,1.2,2.121212,-1.1,63926.0,4.0,4.0,8.0,0.5,359.0,76.0,0.5263158,0.5,2.0,0.0,0.0,1211.0,4.571429,4.05,0.0,114175.0,14.0,11.0,25.0,0.56
EUW1_6141112154,1.0,567.0,156.0,0.49358973,0.5,0.0,1.0,0.0,1719.0,0.0,4.4444447,0.0,42116.0,6.0,4.0,10.0,0.6,296.0,305.0,0.53770494,1.0,1.0,0.0,0.0,1614.0,7.0,5.785714,0.6,451064.0,82.0,67.0,149.0,0.5503356,39.0,91.0,0.5604396,0.75,4.0,0.0,0.0,1601.0,2.0,1.902439,-0.9,84393.0,77.0,69.0,146.0,0.5273973,436.0,854.0,0.5070258,0.0,1.0,0.0,1.0,1629.0,2.5555556,1.6,-2.7,9299.0,3.0,7.0,10.0,0.3,419.0,240.0,0.45,0.5,0.0,0.0,0.0,1458.0,0.0,6.857143,-0.2,427753.0,4.0,4.0,8.0,0.5,368.0,82.0,0.5243902,0.5,0.0,1.0,0.0,1532.0,0.0,3.2272727,0.0,2149.0,1.0,0.0,1.0,1.0,170.0,86.0,0.55813956,0.5,0.0,0.0,1.0,1172.0,0.0,2.2307692,-0.6,17543.0,14.0,15.0,29.0,0.4827586,364.0,362.0,0.5,0.0,1.0,0.0,1.0,1629.0,2.7142856,3.3225806,0.9,414016.0,57.0,44.0,101.0,0.56435645,78.0,372.0,0.5080645,1.0,1.0,0.0,0.0,1743.0,5.4,2.6470587,2.7,172294.0,154.0,115.0,269.0,0.5724907,567.0,470.0,0.506383,0.5,0.0,0.0,0.0,1620.0,0.0,2.55,0.2,37368.0,1.0,1.0,2.0,0.5
EUW1_6140457389,0.0,192.0,527.0,0.4914611,1.0,1.0,0.0,0.0,800.0,4.75,2.5185184,2.3,636.0,1.0,2.0,3.0,0.33333334,459.0,68.0,0.45588234,0.5,0.0,0.0,0.0,1049.0,0.0,2.25,-1.5,143.0,4.0,4.0,8.0,0.5,244.0,173.0,0.5202312,0.8,5.0,0.0,0.0,569.0,4.047619,4.047619,1.2,0.0,6.0,10.0,16.0,0.375,519.0,238.0,0.5,0.5,0.0,0.0,1.0,1275.0,0.0,1.8648648,7.3,90142.0,4.0,5.0,9.0,0.44444445,414.0,15.0,0.33333334,0.0,1.0,0.0,0.0,566.0,1.125,1.5348837,2.9,36005.0,2.0,0.0,2.0,1.0,213.0,650.0,0.51384616,0.5,0.0,0.0,1.0,1831.0,0.0,2.8529413,-2.3,17106.0,0.0,1.0,1.0,0.0,147.0,68.0,0.5441176,0.5,0.0,0.0,0.0,1195.0,0.0,2.125,1.5,879.0,0.0,1.0,1.0,0.0,153.0,33.0,0.45454547,0.5,0.0,0.0,1.0,1065.0,0.0,1.1363636,-1.2,238.0,,,,,217.0,470.0,0.5106383,0.5,0.0,0.0,0.0,1781.0,0.0,4.6842103,-7.3,25321.0,6.0,7.0,13.0,0.46153846,130.0,69.0,0.5072464,0.5,0.0,0.0,0.0,745.0,0.0,2.9166667,-2.9,0.0,0.0,2.0,2.0,0.0
EUW1_6085080410,0.0,816.0,419.0,0.5274463,1.0,1.0,0.0,0.0,1729.0,1.0,1.5,-2.3,179510.0,1.0,2.0,3.0,0.33333334,367.0,210.0,0.54285717,0.5,0.0,1.0,0.0,1341.0,0.0,2.0,-4.6,30382.0,,,,,415.0,321.0,0.50155765,0.5,4.0,1.0,0.0,1787.0,1.1714286,0.95652175,-3.0,767882.0,130.0,114.0,244.0,0.5327869,248.0,64.0,0.53125,0.0,1.0,0.0,0.0,1208.0,3.2857144,3.4666667,-2.5,37703.0,9.0,9.0,18.0,0.5,105.0,221.0,0.53846157,0.0,2.0,0.0,0.0,1311.0,4.4545455,2.4722223,-6.8,150469.0,35.0,38.0,73.0,0.47945204,368.0,21.0,0.6666667,0.5,0.0,0.0,1.0,1140.0,0.0,4.4,2.3,14607.0,2.0,3.0,5.0,0.4,262.0,72.0,0.5416667,0.5,0.0,0.0,1.0,1218.0,0.0,1.6666666,4.6,1618.0,,,,,365.0,68.0,0.45588234,0.5,0.0,0.0,1.0,1690.0,0.0,2.3095238,3.0,21768.0,0.0,1.0,1.0,0.0,232.0,289.0,0.53287196,0.4,5.0,0.0,1.0,1758.0,1.96,1.96,2.5,310456.0,94.0,75.0,169.0,0.556213,226.0,253.0,0.541502,0.5,2.0,0.0,1.0,1600.0,3.8333333,3.0,6.8,36325.0,,,,
EUW1_6139153885,1.0,363.0,388.0,0.51804125,1.0,3.0,0.0,0.0,1744.0,2.75,2.85,-0.6,290212.0,84.0,50.0,134.0,0.6268657,398.0,458.0,0.5043668,0.5,0.0,0.0,1.0,1675.0,0.0,5.2,-0.5,70623.0,3.0,4.0,7.0,0.42857143,346.0,272.0,0.52205884,0.75,4.0,0.0,0.0,1747.0,2.5384614,2.3513513,4.3,921109.0,116.0,106.0,222.0,0.5225225,243.0,490.0,0.51632655,0.8,5.0,0.0,0.0,1814.0,4.3809524,4.3809524,3.3,71410.0,55.0,35.0,90.0,0.6111111,365.0,458.0,0.51965064,0.6,5.0,0.0,0.0,1762.0,1.7857143,1.7857143,1.7,1880689.0,186.0,170.0,356.0,0.5224719,415.0,108.0,0.5277778,0.5,0.0,0.0,1.0,1700.0,0.0,3.0526316,0.6,5283.0,0.0,0.0,0.0,0.5,328.0,218.0,0.5733945,0.5,0.0,0.0,0.0,1660.0,0.0,2.1875,0.5,289510.0,,,,,318.0,194.0,0.49484536,0.6666667,3.0,0.0,0.0,1725.0,3.7058823,2.2972972,-4.3,283305.0,44.0,34.0,78.0,0.5641026,558.0,424.0,0.4811321,0.5,0.0,0.0,0.0,1749.0,0.0,3.0,-3.3,202914.0,,,,,289.0,327.0,0.51376146,1.0,2.0,0.0,0.0,1651.0,3.7,2.56,-1.7,1041964.0,156.0,130.0,286.0,0.54545456
EUW1_6140109696,1.0,548.0,180.0,0.4722222,0.0,1.0,0.0,1.0,1613.0,2.7777777,2.275,0.0,10645.0,,,,,1071.0,115.0,0.5826087,0.6666667,3.0,0.0,0.0,1700.0,4.25,3.3846154,-3.7,4214680.0,43.0,29.0,72.0,0.5972222,385.0,128.0,0.4765625,0.5,2.0,0.0,0.0,1415.0,5.0,2.4615386,-2.1,31652.0,,,,,524.0,334.0,0.51796407,0.0,1.0,0.0,0.0,1918.0,2.5,5.3333335,0.9,184339.0,0.0,1.0,1.0,0.0,361.0,51.0,0.60784316,1.0,1.0,0.0,0.0,1738.0,2.25,2.5405405,1.2,54643.0,1.0,2.0,3.0,0.33333334,447.0,240.0,0.49166667,0.5,0.0,0.0,0.0,2076.0,0.0,3.15,0.0,115616.0,28.0,27.0,55.0,0.5090909,473.0,142.0,0.5422535,0.5,0.0,0.0,0.0,1867.0,0.0,2.347826,3.7,82723.0,0.0,0.0,0.0,0.5,375.0,550.0,0.5436364,0.5,0.0,0.0,1.0,2023.0,0.0,1.6315789,2.1,4488.0,,,,,61.0,19.0,0.5263158,0.5,0.0,0.0,1.0,1819.0,0.0,1.6909091,-0.9,19066.0,,,,,538.0,265.0,0.5660377,0.0,1.0,0.0,1.0,1764.0,0.85714287,1.375,-1.2,161409.0,16.0,10.0,26.0,0.61538464
EUW1_6046932031,1.0,170.0,47.0,0.5319149,0.75,4.0,0.0,1.0,1141.0,1.4193548,1.2093023,-2.8,415245.0,20.0,21.0,41.0,0.4878049,255.0,190.0,0.5368421,1.0,1.0,0.0,1.0,1778.0,23.0,3.25,2.5,65380.0,11.0,7.0,18.0,0.6111111,690.0,600.0,0.5183333,0.5,0.0,0.0,1.0,1890.0,0.0,3.9666667,-1.8,218913.0,9.0,10.0,19.0,0.47368422,152.0,291.0,0.5120275,0.5,0.0,0.0,1.0,2601.0,0.0,2.5882354,1.2,9967.0,3.0,5.0,8.0,0.375,315.0,393.0,0.49618322,0.5,0.0,0.0,0.0,1600.0,0.0,2.0,6.8,8890.0,1.0,1.0,2.0,0.5,707.0,219.0,0.51598173,0.5,0.0,0.0,1.0,1390.0,0.0,2.625,2.8,2779.0,2.0,0.0,2.0,1.0,438.0,131.0,0.519084,0.5,0.0,0.0,1.0,1926.0,0.0,1.7027028,-2.5,34139.0,,,,,487.0,352.0,0.49147728,0.5,0.0,1.0,1.0,1806.0,0.0,2.1818182,1.8,67133.0,1.0,0.0,1.0,1.0,355.0,282.0,0.4929078,0.5,0.0,0.0,1.0,1846.0,0.0,4.5,-1.2,54069.0,5.0,6.0,11.0,0.45454547,594.0,298.0,0.5302013,0.5,0.0,0.0,1.0,1414.0,0.0,1.76,-6.8,3217.0,4.0,2.0,6.0,0.6666667
