,Player blue,Role blue,Champions blue,Score blue,Player red,Role red,Champions red,Score red
0,ZLIIL,ADC,Samira,2.893284919134405,vieuxdugame,SUP,Morgana,13.382857177478147
1,XMårksTheSpot,JGL,Hecarim,48.29087549040433,Suiiik,MID,Ahri,33.01388967426725
2,Jedyflea,SUP,Amumu,3.9253420222290725,zelegendh,TOP,Darius,50.0
3,ZzzDanii,TOP,Olaf,28.388624128993683,GllennQuagmire,ADC,Caitlyn,3.0272635954149307
4,ALEXDAYNE,MID,Yasuo,18.333562232705475,Omegamaster123,JGL,MasterYi,6.210194651062073
