,Player blue,Role blue,Champions blue,Score blue,Player red,Role red,Champions red,Score red
0,FaiiZeR,SUP,Alistar,59.18722005478112,the rock R15,ADC,Tristana,9.71778294723199
1,Naelllz,TOP,Renekton,34.88926749466378,lKingslayerI,MID,Malzahar,1.3582569350673923
2,Dwpin,JGL,Poppy,33.815659733614474,VLRVLF,TOP,Sett,56.236726705919324
3,LipyunTea,MID,Katarina,0.0,MellamanCristina,SUP,Lux,4.675892387086922
4,VIXCIX,ADC,Samira,8.45895696983195,Notarmath,JGL,Zac,62.07078887348507
