,Player blue,Role blue,Champions blue,Score blue,Player red,Role red,Champions red,Score red
0,Cair,SUP,Karma,34.136662772175896,MABxx,JGL,Hecarim,53.28957265630096
1,Neul ArthaS,JGL,MasterYi,2.261186948195931,Ðiablö,TOP,Sett,15.588537100191157
2,avocadoboompje,MID,Neeko,20.52156138177873,G7bo,ADC,Jhin,57.949264624351
3,BKT Deku,ADC,Ezreal,61.32657937778012,DC DemonBlade,SUP,Blitzcrank,0.0
4,xsijvwh,TOP,Mordekaiser,11.580466697241496,CHADEF,MID,Akshan,38.77950954077451
