,Player blue,Role blue,Champions blue,Score blue,Player red,Role red,Champions red,Score red
0,sebbelin,MID,Lissandra,66.01200720727873,Fleurtje Support,ADC,Jinx,33.78550431727119
1,HardKill2,JGL,Diana,15.282558118177715,BenMaiCha,JGL,Belveth,39.640100071202845
2,Lointy,TOP,Jayce,49.176143450468224,BACALAO69,TOP,Garen,72.5563899839545
3,ToastyMCBacon,ADC,Samira,23.052226231528802,Lìl Gosu,MID,Yasuo,2.5157345881697935
4,M4tr1X40,SUP,Senna,41.1823006968308,irul95,SUP,Morgana,27.958686601653714
