,Player blue,Role blue,Champions blue,Score blue,Player red,Role red,Champions red,Score red
0,KyraBoy,SUP,Pyke,38.53924504399415,g4tuno s0ul,MID,Ahri,28.122226744335578
1,FliFlo,TOP,Yone,12.099233277762249,Abelorwili,JGL,Aatrox,-1.0
2,CptGrkOnDuty,JGL,Rengar,15.497762593308945,KxChaan,TOP,Ornn,58.09722533851753
3,Swenna,MID,Akali,17.231095757814906,Frenianyol,ADC,Aatrox,-1.0
4,schlopper,ADC,Vayne,60.72648013388685,Phenixtail,SUP,Karma,24.57950339696361
