,Player blue,Role blue,Champions blue,Score blue,Player red,Role red,Champions red,Score red
0,tart58,SUP,Lux,26.80280934161922,Awakening TFT,MID,Vladimir,50.0
1,Aipix,JGL,Zac,47.05670513799534,Betrugtaxi,JGL,Ekko,51.19440806967057
2,Edgelord Supreme,ADC,Jhin,50.0,Æ B E X,TOP,Jax,50.0
3,Doctor Yordle,TOP,Kled,55.55361843474431,Preclur,SUP,Heimerdinger,12.940913773852024
4,Vascos,MID,Sylas,14.59043433694547,HiKaRuuuuu,ADC,Aphelios,61.73225319837174
