,Player blue,Role blue,Champions blue,Score blue,Player red,Role red,Champions red,Score red
0,Smokesick,ADC,Ezreal,45.557184925491065,Desibrando,MID,Vex,28.69344570216803
1,Salvan98,TOP,Renekton,10.312278873559718,DON DHABI,TOP,Yone,33.77833909012008
2,D4rks0ul00,SUP,Senna,38.43831133276945,Don PaquiTo,SUP,Thresh,37.24141681744091
3,eairufhei,JGL,Trundle,45.925192139058694,TakeWokToCook,ADC,Caitlyn,73.27560344653641
4,Jävichu,MID,Malzahar,27.761185162377473,OgeDoge,JGL,Diana,64.30125834684787
