,Player blue,Role blue,Champions blue,Score blue,Player red,Role red,Champions red,Score red
0,Cellndemm,JGL,Evelynn,38.14594625190612,Th3 Gypsy King,TOP,Olaf,32.15082849107258
1,Arckõ,SUP,Renata,25.695032213936848,Mad CoCo,SUP,Karma,44.8703620808347
2,fastcar14,MID,Akali,69.06260435548708,r1 23,MID,Yasuo,88.12166404621767
3,0991 single wolf,TOP,Jax,28.754694813281308,kode bar,JGL,FiddleSticks,69.55337145209359
4,NebbÐyr,ADC,Jinx,21.835306644791718,Next LEC king ,ADC,Kaisa,60.13385540169867
