,Player blue,Role blue,Champions blue,Score blue,Player red,Role red,Champions red,Score red
0,Poisøn łvy,SUP,Swain,28.783184694553537,superplutten,MID,AurelionSol,0.0
1,Jıgglypuff,MID,Zoe,22.613446322518964,Exquisitus,SUP,Lulu,59.3534367887248
2,Dr Estoriboris,TOP,Fiora,65.7874116760334,Galbijjim,ADC,Kaisa,38.55277983244324
3,JyanseiXzulia,ADC,Xayah,0.0,nuskisi,TOP,Aatrox,92.60098610749182
4,Ted Mosbγ,JGL,Viego,50.8319888367941,huzmusen,JGL,Poppy,87.96944387365814
